shift_record_id,production_date,plant_id,line_id,shift_id,planned_output,good_output,scrap_quantity,rework_quantity,runtime_minutes,downtime_minutes,labor_hours,energy_kwh,oee_estimate,supervisor_id,source_system
SHIFT-20251003-L01-A_Day,2025-10-03,P01,L01,A_Day,21986,19540,633,201,420.45,40.15,43.5,2108.21,0.8036,SUPV-005,MES_SHIFT
SHIFT-20251003-L01-B_Evening,2025-10-03,P01,L01,B_Evening,20999,18756,212,109,417.18,37.21,44.97,1887.64,0.8013,SUPV-014,MES_SHIFT
SHIFT-20251003-L01-C_Night,2025-10-03,P01,L01,C_Night,19528,16936,662,258,416.91,39.25,40.63,1941.55,0.7776,SUPV-010,MES_SHIFT
SHIFT-20251003-L02-A_Day,2025-10-03,P01,L02,A_Day,32383,26932,1442,482,382.48,52.34,38.45,4036.34,0.6841,SUPV-006,MES_SHIFT
SHIFT-20251003-L02-B_Evening,2025-10-03,P01,L02,B_Evening,33196,27981,1231,355,437.88,27.12,43.37,3864.41,0.7937,SUPV-017,MES_SHIFT
SHIFT-20251003-L02-C_Night,2025-10-03,P01,L02,C_Night,25343,23305,1082,254,406.65,45.05,38.27,2447.11,0.8042,SUPV-011,MES_SHIFT
SHIFT-20251003-L03-A_Day,2025-10-03,P02,L03,A_Day,14937,14144,760,325,352.4,75.77,39.23,1956.22,0.7176,SUPV-011,MES_SHIFT
SHIFT-20251003-L03-B_Evening,2025-10-03,P02,L03,B_Evening,18113,15381,518,257,395.42,61.16,44.29,1282.71,0.7221,SUPV-012,MES_SHIFT
SHIFT-20251003-L03-C_Night,2025-10-03,P02,L03,C_Night,19610,17385,852,398,417.71,47.29,46.63,2225.01,0.7964,SUPV-008,MES_SHIFT
SHIFT-20251003-L04-A_Day,2025-10-03,P02,L04,A_Day,10699,10128,216,61,409.53,43.48,46.4,1371.66,0.8337,SUPV-010,MES_SHIFT
SHIFT-20251003-L04-B_Evening,2025-10-03,P02,L04,B_Evening,11027,9713,187,98,356.78,83.03,46.39,1372.8,0.6758,SUPV-016,MES_SHIFT
SHIFT-20251003-L04-C_Night,2025-10-03,P02,L04,C_Night,10461,10243,526,277,440.26,19.72,44.39,1574.08,0.9271,SUPV-007,MES_SHIFT
SHIFT-20251003-L05-A_Day,2025-10-03,P03,L05,A_Day,16156,15834,559,115,427.55,36.6,47.01,1203.42,0.9011,SUPV-017,MES_SHIFT
SHIFT-20251003-L05-B_Evening,2025-10-03,P03,L05,B_Evening,13051,11408,71,23,453.67,0,40.69,1128.22,0.8528,SUPV-016,MES_SHIFT
SHIFT-20251003-L05-C_Night,2025-10-03,P03,L05,C_Night,15772,13390,555,216,393.98,63.26,46.94,1803.69,0.7193,SUPV-006,MES_SHIFT
SHIFT-20251003-L06-A_Day,2025-10-03,P03,L06,A_Day,34165,28823,1130,345,396.58,57.98,44.94,2921.03,0.7195,SUPV-012,MES_SHIFT
SHIFT-20251003-L06-B_Evening,2025-10-03,P03,L06,B_Evening,28889,28915,997,327,420.46,44.54,38.94,3521.56,0.905,SUPV-008,MES_SHIFT
SHIFT-20251003-L06-C_Night,2025-10-03,P03,L06,C_Night,25840,24109,942,443,396.23,62.7,44.42,3112.6,0.795,SUPV-006,MES_SHIFT
SHIFT-20251004-L01-C_Night,2025-10-04,P01,L01,C_Night,17446,15572,592,219,429.9,17.79,38.08,1791.74,0.8252,SUPV-006,MES_SHIFT
SHIFT-20251004-L02-B_Evening,2025-10-04,P01,L02,B_Evening,20618,20341,765,247,400.47,56.44,40.47,2792.79,0.8497,SUPV-004,MES_SHIFT
SHIFT-20251004-L04-B_Evening,2025-10-04,P02,L04,B_Evening,9860,9630,270,79,411.33,48.81,41.41,1404.86,0.864,SUPV-007,MES_SHIFT
SHIFT-20251004-L05-A_Day,2025-10-04,P03,L05,A_Day,12594,10691,276,66,441.24,9.32,44.71,1100.64,0.8055,SUPV-016,MES_SHIFT
SHIFT-20251004-L05-B_Evening,2025-10-04,P03,L05,B_Evening,11730,11686,21,11,390.98,57.91,46.92,1329.9,0.8377,SUPV-004,MES_SHIFT
SHIFT-20251004-L05-C_Night,2025-10-04,P03,L05,C_Night,12478,12491,445,224,406.38,44.07,46.78,1346.77,0.8748,SUPV-006,MES_SHIFT
SHIFT-20251005-L01-A_Day,2025-10-05,P01,L01,A_Day,16669,14445,637,336,383.31,69.4,46.52,1209.89,0.7143,SUPV-012,MES_SHIFT
SHIFT-20251005-L01-B_Evening,2025-10-05,P01,L01,B_Evening,13696,12078,257,84,459.68,0,42.17,1183.06,0.8718,SUPV-015,MES_SHIFT
SHIFT-20251005-L02-C_Night,2025-10-05,P01,L02,C_Night,15777,14119,581,310,397.46,45.34,45.45,2422.27,0.7649,SUPV-003,MES_SHIFT
SHIFT-20251005-L03-A_Day,2025-10-05,P02,L03,A_Day,12994,12755,359,91,370.08,72.08,40.63,1678.61,0.7812,SUPV-014,MES_SHIFT
SHIFT-20251005-L03-B_Evening,2025-10-05,P02,L03,B_Evening,13849,12180,532,259,384.77,53.37,45.45,1440.26,0.7277,SUPV-001,MES_SHIFT
SHIFT-20251005-L03-C_Night,2025-10-05,P02,L03,C_Night,10490,9679,500,187,404.7,55.84,40.64,1281.21,0.803,SUPV-013,MES_SHIFT
SHIFT-20251005-L04-A_Day,2025-10-05,P02,L04,A_Day,8732,7573,193,63,372.84,80.19,44.32,647.59,0.6954,SUPV-018,MES_SHIFT
SHIFT-20251005-L04-B_Evening,2025-10-05,P02,L04,B_Evening,6786,6368,0,0,451.15,0,40.94,622.16,0.9104,SUPV-001,MES_SHIFT
SHIFT-20251005-L04-C_Night,2025-10-05,P02,L04,C_Night,7756,7914,64,32,435.51,29.49,38.14,728.3,0.9557,SUPV-015,MES_SHIFT
SHIFT-20251005-L05-A_Day,2025-10-05,P03,L05,A_Day,12332,10464,470,254,393.06,48.44,45.01,1541.14,0.7173,SUPV-004,MES_SHIFT
SHIFT-20251005-L05-C_Night,2025-10-05,P03,L05,C_Night,11387,9911,455,105,414.16,50.84,42.32,1373.9,0.7752,SUPV-014,MES_SHIFT
SHIFT-20251005-L06-A_Day,2025-10-05,P03,L06,A_Day,17748,15366,642,296,356.56,69.29,47.84,2250.3,0.6639,SUPV-006,MES_SHIFT
SHIFT-20251005-L06-C_Night,2025-10-05,P03,L06,C_Night,15950,13344,614,151,389.26,49.59,39.89,1934.55,0.7003,SUPV-004,MES_SHIFT
SHIFT-20251006-L01-A_Day,2025-10-06,P01,L01,A_Day,21671,19583,402,167,387.76,65.19,41.48,1779.42,0.7535,SUPV-005,MES_SHIFT
SHIFT-20251006-L01-B_Evening,2025-10-06,P01,L01,B_Evening,24479,22809,438,205,438.96,11.19,40.2,2014.57,0.8796,SUPV-016,MES_SHIFT
SHIFT-20251006-L01-C_Night,2025-10-06,P01,L01,C_Night,18073,15493,527,125,443.76,21.24,46.07,1556.94,0.8181,SUPV-012,MES_SHIFT
SHIFT-20251006-L02-A_Day,2025-10-06,P01,L02,A_Day,20946,17259,927,353,411.91,53.09,44.91,2380.51,0.7299,SUPV-003,MES_SHIFT
SHIFT-20251006-L02-B_Evening,2025-10-06,P01,L02,B_Evening,29928,25078,944,365,415.96,6.41,42.89,1902.54,0.7496,SUPV-017,MES_SHIFT
SHIFT-20251006-L02-C_Night,2025-10-06,P01,L02,C_Night,27453,24744,1463,340,430.75,18.9,47.96,3725.87,0.8349,SUPV-018,MES_SHIFT
SHIFT-20251006-L03-A_Day,2025-10-06,P02,L03,A_Day,20545,20507,229,69,450.34,0,40.88,2827.26,0.9667,SUPV-002,MES_SHIFT
SHIFT-20251006-L03-B_Evening,2025-10-06,P02,L03,B_Evening,20927,20545,1208,495,412.8,48.88,40.51,2996.06,0.8715,SUPV-011,MES_SHIFT
SHIFT-20251006-L03-C_Night,2025-10-06,P02,L03,C_Night,15990,13810,775,352,405.58,49.46,44.97,1818.88,0.7533,SUPV-012,MES_SHIFT
SHIFT-20251006-L04-A_Day,2025-10-06,P02,L04,A_Day,9387,8272,219,99,425.0,40.0,44.74,1204.99,0.8054,SUPV-008,MES_SHIFT
SHIFT-20251006-L04-B_Evening,2025-10-06,P02,L04,B_Evening,13663,12342,385,170,376.77,83.39,43.97,1597.48,0.7319,SUPV-015,MES_SHIFT
SHIFT-20251006-L04-C_Night,2025-10-06,P02,L04,C_Night,9341,7785,376,113,456.67,8.33,41.29,797.96,0.8185,SUPV-009,MES_SHIFT
SHIFT-20251006-L05-A_Day,2025-10-06,P03,L05,A_Day,16026,13992,486,106,428.68,25.79,47.62,1567.43,0.8049,SUPV-005,MES_SHIFT
SHIFT-20251006-L05-B_Evening,2025-10-06,P03,L05,B_Evening,16222,14579,365,107,398.79,53.72,41.0,1464.02,0.7707,SUPV-004,MES_SHIFT
SHIFT-20251006-L05-C_Night,2025-10-06,P03,L05,C_Night,18232,15511,655,188,456.34,0,44.88,1764.69,0.8349,SUPV-004,MES_SHIFT
SHIFT-20251006-L06-A_Day,2025-10-06,P03,L06,A_Day,21411,19501,615,202,408.85,51.24,43.87,2367.47,0.8008,SUPV-016,MES_SHIFT
SHIFT-20251006-L06-B_Evening,2025-10-06,P03,L06,B_Evening,20195,17878,0,0,431.48,27.8,43.5,2141.49,0.8215,SUPV-017,MES_SHIFT
SHIFT-20251006-L06-C_Night,2025-10-06,P03,L06,C_Night,19861,17785,881,225,452.88,9.38,40.14,2518.05,0.8721,SUPV-014,MES_SHIFT
SHIFT-20251007-L01-A_Day,2025-10-07,P01,L01,A_Day,20461,16609,996,361,387.4,58.73,42.92,2717.61,0.6763,SUPV-012,MES_SHIFT
SHIFT-20251007-L01-B_Evening,2025-10-07,P01,L01,B_Evening,16001,15074,499,217,344.03,102.7,41.13,2378.34,0.697,SUPV-008,MES_SHIFT
SHIFT-20251007-L01-C_Night,2025-10-07,P01,L01,C_Night,14892,14754,665,265,363.73,69.88,47.64,2378.33,0.775,SUPV-012,MES_SHIFT
SHIFT-20251007-L02-A_Day,2025-10-07,P01,L02,A_Day,30970,31180,673,252,414.36,32.42,44.33,4422.46,0.8971,SUPV-001,MES_SHIFT
SHIFT-20251007-L02-B_Evening,2025-10-07,P01,L02,B_Evening,33582,29951,256,74,415.87,42.56,46.86,4095.35,0.7976,SUPV-001,MES_SHIFT
SHIFT-20251007-L02-C_Night,2025-10-07,P01,L02,C_Night,22731,19566,604,207,422.7,31.89,41.58,2522.83,0.7825,SUPV-006,MES_SHIFT
SHIFT-20251007-L03-A_Day,2025-10-07,P02,L03,A_Day,16622,14120,735,368,385.11,53.7,46.72,2205.14,0.7035,SUPV-016,MES_SHIFT
SHIFT-20251007-L03-B_Evening,2025-10-07,P02,L03,B_Evening,19425,18524,60,32,368.2,93.41,43.85,1640.1,0.7551,SUPV-014,MES_SHIFT
SHIFT-20251007-L03-C_Night,2025-10-07,P02,L03,C_Night,19230,18438,835,267,406.11,52.49,43.27,2587.13,0.8374,SUPV-010,MES_SHIFT
SHIFT-20251007-L04-A_Day,2025-10-07,P02,L04,A_Day,11512,9482,435,143,410.3,36.04,41.99,890.55,0.7268,SUPV-012,MES_SHIFT
SHIFT-20251007-L04-B_Evening,2025-10-07,P02,L04,B_Evening,12368,11954,3,1,419.52,45.48,46.65,1571.03,0.872,SUPV-016,MES_SHIFT
SHIFT-20251007-L04-C_Night,2025-10-07,P02,L04,C_Night,10203,9799,431,135,375.65,89.35,46.41,991.94,0.7759,SUPV-007,MES_SHIFT
SHIFT-20251007-L05-A_Day,2025-10-07,P03,L05,A_Day,18637,18932,317,69,409.78,43.96,45.81,2418.16,0.8952,SUPV-014,MES_SHIFT
SHIFT-20251007-L05-B_Evening,2025-10-07,P03,L05,B_Evening,16932,15807,345,177,428.8,17.88,38.19,2231.61,0.8609,SUPV-001,MES_SHIFT
SHIFT-20251007-L05-C_Night,2025-10-07,P03,L05,C_Night,16835,14121,357,130,399.85,54.27,46.46,2263.34,0.7213,SUPV-008,MES_SHIFT
SHIFT-20251007-L06-A_Day,2025-10-07,P03,L06,A_Day,25252,21858,516,104,442.66,0.85,43.84,1476.73,0.824,SUPV-002,MES_SHIFT
SHIFT-20251007-L06-B_Evening,2025-10-07,P03,L06,B_Evening,30975,27885,202,97,418.8,42.11,46.42,2048.81,0.8108,SUPV-006,MES_SHIFT
SHIFT-20251007-L06-C_Night,2025-10-07,P03,L06,C_Night,32987,30604,1963,849,453.16,0,46.75,3054.04,0.9041,SUPV-004,MES_SHIFT
SHIFT-20251008-L01-A_Day,2025-10-08,P01,L01,A_Day,21318,20817,1096,360,406.84,48.02,45.55,2908.68,0.8544,SUPV-018,MES_SHIFT
SHIFT-20251008-L01-B_Evening,2025-10-08,P01,L01,B_Evening,19316,17345,754,179,377.15,55.52,38.17,3189.18,0.7283,SUPV-001,MES_SHIFT
SHIFT-20251008-L01-C_Night,2025-10-08,P01,L01,C_Night,14621,12888,194,85,419.11,45.89,40.09,987.81,0.7945,SUPV-014,MES_SHIFT
SHIFT-20251008-L02-A_Day,2025-10-08,P01,L02,A_Day,26875,25037,1277,666,410.26,33.74,43.22,2261.43,0.8219,SUPV-008,MES_SHIFT
SHIFT-20251008-L02-B_Evening,2025-10-08,P01,L02,B_Evening,19811,20065,492,162,433.77,24.05,40.09,1771.31,0.9448,SUPV-001,MES_SHIFT
SHIFT-20251008-L02-C_Night,2025-10-08,P01,L02,C_Night,30004,26082,1865,390,402.12,48.28,46.32,2195.8,0.7517,SUPV-002,MES_SHIFT
SHIFT-20251008-L03-A_Day,2025-10-08,P02,L03,A_Day,18979,19049,495,264,388.7,48.88,41.79,3429.25,0.839,SUPV-009,MES_SHIFT
SHIFT-20251008-L03-B_Evening,2025-10-08,P02,L03,B_Evening,20648,19596,387,132,388.44,76.56,47.34,3698.3,0.7928,SUPV-014,MES_SHIFT
SHIFT-20251008-L03-C_Night,2025-10-08,P02,L03,C_Night,14767,12576,603,217,401.49,39.86,45.9,1728.41,0.7353,SUPV-006,MES_SHIFT
SHIFT-20251008-L04-A_Day,2025-10-08,P02,L04,A_Day,9933,9044,245,125,435.39,27.21,39.87,1357.69,0.8525,SUPV-013,MES_SHIFT
SHIFT-20251008-L04-B_Evening,2025-10-08,P02,L04,B_Evening,10133,10308,186,98,438.26,26.74,46.0,1461.86,0.9588,SUPV-008,MES_SHIFT
SHIFT-20251008-L04-C_Night,2025-10-08,P02,L04,C_Night,11460,11318,458,148,436.5,0,42.51,1746.59,0.9271,SUPV-006,MES_SHIFT
SHIFT-20251008-L05-A_Day,2025-10-08,P03,L05,A_Day,11704,10539,390,193,416.54,24.82,39.17,1964.78,0.8066,SUPV-014,MES_SHIFT
SHIFT-20251008-L05-B_Evening,2025-10-08,P03,L05,B_Evening,11442,11091,124,39,387.6,75.22,42.59,1852.99,0.808,SUPV-002,MES_SHIFT
SHIFT-20251008-L05-C_Night,2025-10-08,P03,L05,C_Night,14903,13455,563,127,403.08,23.84,43.11,2064.91,0.7826,SUPV-013,MES_SHIFT
SHIFT-20251008-L06-A_Day,2025-10-08,P03,L06,A_Day,18778,18354,120,51,441.37,9.54,42.09,1558.43,0.9278,SUPV-002,MES_SHIFT
SHIFT-20251008-L06-B_Evening,2025-10-08,P03,L06,B_Evening,26067,26292,748,157,427.54,32.55,42.53,3381.08,0.9274,SUPV-007,MES_SHIFT
SHIFT-20251008-L06-C_Night,2025-10-08,P03,L06,C_Night,29903,26193,830,354,422.09,31.56,45.77,2881.55,0.7951,SUPV-008,MES_SHIFT
SHIFT-20251009-L01-A_Day,2025-10-09,P01,L01,A_Day,25664,25901,528,180,408.54,55.09,42.69,2407.43,0.8867,SUPV-014,MES_SHIFT
SHIFT-20251009-L01-B_Evening,2025-10-09,P01,L01,B_Evening,18231,16524,162,87,417.56,33.15,45.83,1206.17,0.8139,SUPV-002,MES_SHIFT
SHIFT-20251009-L01-C_Night,2025-10-09,P01,L01,C_Night,21963,21633,506,208,410.72,28.8,40.1,2680.89,0.87,SUPV-010,MES_SHIFT
SHIFT-20251009-L02-A_Day,2025-10-09,P01,L02,A_Day,26201,25428,192,43,373.07,70.48,46.66,1842.04,0.7786,SUPV-005,MES_SHIFT
SHIFT-20251009-L02-B_Evening,2025-10-09,P01,L02,B_Evening,21095,17813,664,245,447.06,0,45.48,2798.62,0.8118,SUPV-005,MES_SHIFT
SHIFT-20251009-L02-C_Night,2025-10-09,P01,L02,C_Night,22578,21691,701,258,413.51,41.24,46.25,2236.45,0.8543,SUPV-013,MES_SHIFT
SHIFT-20251009-L03-A_Day,2025-10-09,P02,L03,A_Day,14971,14702,569,235,394.85,56.44,46.22,1450.65,0.8339,SUPV-006,MES_SHIFT
SHIFT-20251009-L03-B_Evening,2025-10-09,P02,L03,B_Evening,14877,14173,658,324,411.74,33.04,38.07,1424.72,0.8436,SUPV-017,MES_SHIFT
SHIFT-20251009-L03-C_Night,2025-10-09,P02,L03,C_Night,19482,18322,617,287,384.06,57.11,45.75,2777.12,0.7768,SUPV-012,MES_SHIFT
SHIFT-20251009-L04-A_Day,2025-10-09,P02,L04,A_Day,15537,15341,697,352,443.72,16.34,47.94,1426.54,0.9422,SUPV-011,MES_SHIFT
SHIFT-20251009-L04-B_Evening,2025-10-09,P02,L04,B_Evening,14762,14721,411,86,381.88,60.4,43.31,1835.81,0.819,SUPV-001,MES_SHIFT
SHIFT-20251009-L04-C_Night,2025-10-09,P02,L04,C_Night,12813,11595,417,208,434.08,20.7,43.95,1602.54,0.8448,SUPV-013,MES_SHIFT
SHIFT-20251009-L05-A_Day,2025-10-09,P03,L05,A_Day,18234,17714,433,213,366.3,90.36,46.04,2674.7,0.7653,SUPV-005,MES_SHIFT
SHIFT-20251009-L05-B_Evening,2025-10-09,P03,L05,B_Evening,16656,14105,445,110,392.8,36.07,42.1,2118.45,0.7153,SUPV-018,MES_SHIFT
SHIFT-20251009-L05-C_Night,2025-10-09,P03,L05,C_Night,14508,14478,132,61,422.28,32.66,43.1,1560.51,0.9062,SUPV-016,MES_SHIFT
SHIFT-20251009-L06-A_Day,2025-10-09,P03,L06,A_Day,33810,32096,1042,415,362.57,92.24,40.49,4514.35,0.7402,SUPV-001,MES_SHIFT
SHIFT-20251009-L06-B_Evening,2025-10-09,P03,L06,B_Evening,21963,19203,995,331,417.61,47.39,40.95,2778.79,0.7852,SUPV-014,MES_SHIFT
SHIFT-20251009-L06-C_Night,2025-10-09,P03,L06,C_Night,29152,29315,790,411,396.49,64.09,43.5,2253.77,0.8574,SUPV-008,MES_SHIFT
SHIFT-20251010-L01-A_Day,2025-10-10,P01,L01,A_Day,19419,16227,488,250,397.13,41.54,41.34,1923.08,0.7137,SUPV-001,MES_SHIFT
SHIFT-20251010-L01-B_Evening,2025-10-10,P01,L01,B_Evening,22084,19254,569,150,394.33,43.49,42.32,2498.94,0.7393,SUPV-017,MES_SHIFT
SHIFT-20251010-L01-C_Night,2025-10-10,P01,L01,C_Night,18501,16081,615,217,414.26,38.91,46.87,2122.34,0.7743,SUPV-017,MES_SHIFT
SHIFT-20251010-L02-A_Day,2025-10-10,P01,L02,A_Day,25902,25962,552,234,437.92,15.36,44.02,3331.14,0.944,SUPV-013,MES_SHIFT
SHIFT-20251010-L02-B_Evening,2025-10-10,P01,L02,B_Evening,33877,30220,636,191,404.41,60.59,43.59,3774.32,0.7758,SUPV-005,MES_SHIFT
SHIFT-20251010-L02-C_Night,2025-10-10,P01,L02,C_Night,31971,30558,1198,520,372.11,75.34,39.82,3226.47,0.7649,SUPV-015,MES_SHIFT
SHIFT-20251010-L03-A_Day,2025-10-10,P02,L03,A_Day,21640,17908,662,181,368.49,85.51,39.58,3388.97,0.6558,SUPV-003,MES_SHIFT
SHIFT-20251010-L03-B_Evening,2025-10-10,P02,L03,B_Evening,16714,14065,478,148,418.83,19.78,40.75,1960.82,0.758,SUPV-010,MES_SHIFT
SHIFT-20251010-L03-C_Night,2025-10-10,P02,L03,C_Night,19070,17213,1076,576,403.18,49.33,46.81,2701.72,0.7826,SUPV-010,MES_SHIFT
SHIFT-20251010-L04-A_Day,2025-10-10,P02,L04,A_Day,11898,11637,430,92,408.04,37.83,44.35,1577.38,0.8583,SUPV-012,MES_SHIFT
SHIFT-20251010-L04-B_Evening,2025-10-10,P02,L04,B_Evening,12312,11571,403,148,380.05,62.62,44.93,1377.56,0.7681,SUPV-002,MES_SHIFT
SHIFT-20251010-L04-C_Night,2025-10-10,P02,L04,C_Night,12626,11425,534,251,406.65,54.83,44.56,1715.49,0.7913,SUPV-005,MES_SHIFT
SHIFT-20251010-L05-A_Day,2025-10-10,P03,L05,A_Day,10468,8819,346,182,362.54,71.63,42.08,1063.42,0.6568,SUPV-012,MES_SHIFT
SHIFT-20251010-L05-B_Evening,2025-10-10,P03,L05,B_Evening,14818,14287,473,121,423.99,32.06,38.85,1821.6,0.8791,SUPV-014,MES_SHIFT
SHIFT-20251010-L05-C_Night,2025-10-10,P03,L05,C_Night,14135,12612,500,224,399.85,44.0,38.75,1808.99,0.7672,SUPV-018,MES_SHIFT
SHIFT-20251010-L06-A_Day,2025-10-10,P03,L06,A_Day,27261,26743,1049,509,396.02,55.86,45.97,2732.4,0.8355,SUPV-015,MES_SHIFT
SHIFT-20251010-L06-B_Evening,2025-10-10,P03,L06,B_Evening,31479,29497,1461,377,397.07,61.93,38.79,2913.39,0.8001,SUPV-012,MES_SHIFT
SHIFT-20251010-L06-C_Night,2025-10-10,P03,L06,C_Night,23729,22019,937,408,381.96,61.26,39.24,2888.05,0.7622,SUPV-011,MES_SHIFT
SHIFT-20251011-L01-C_Night,2025-10-11,P01,L01,C_Night,11008,9142,410,223,430.4,18.98,45.19,1011.2,0.7687,SUPV-006,MES_SHIFT
SHIFT-20251011-L02-A_Day,2025-10-11,P01,L02,A_Day,25060,23464,661,278,402.48,45.65,46.66,2842.2,0.8104,SUPV-012,MES_SHIFT
SHIFT-20251011-L02-C_Night,2025-10-11,P01,L02,C_Night,18303,16926,681,236,435.86,18.93,43.35,1951.97,0.8668,SUPV-012,MES_SHIFT
SHIFT-20251011-L03-C_Night,2025-10-11,P02,L03,C_Night,12637,10507,455,230,404.44,37.24,38.68,1256.25,0.7232,SUPV-018,MES_SHIFT
SHIFT-20251011-L04-B_Evening,2025-10-11,P02,L04,B_Evening,10581,8967,295,79,395.14,55.66,47.67,1457.28,0.7201,SUPV-004,MES_SHIFT
SHIFT-20251011-L05-B_Evening,2025-10-11,P03,L05,B_Evening,11650,10865,433,201,382.16,82.84,38.05,1774.52,0.7665,SUPV-011,MES_SHIFT
SHIFT-20251011-L05-C_Night,2025-10-11,P03,L05,C_Night,9784,9801,251,83,390.43,56.36,39.33,1019.43,0.8411,SUPV-011,MES_SHIFT
SHIFT-20251011-L06-A_Day,2025-10-11,P03,L06,A_Day,17784,15044,465,120,391.87,53.76,44.19,1538.18,0.7129,SUPV-011,MES_SHIFT
SHIFT-20251011-L06-C_Night,2025-10-11,P03,L06,C_Night,23175,19609,1013,451,426.33,22.63,42.42,2398.67,0.7758,SUPV-009,MES_SHIFT
SHIFT-20251012-L01-C_Night,2025-10-12,P01,L01,C_Night,18160,17270,846,410,393.78,58.28,42.66,1957.79,0.8053,SUPV-004,MES_SHIFT
SHIFT-20251012-L02-A_Day,2025-10-12,P01,L02,A_Day,17122,17179,524,122,411.2,34.45,42.45,2349.13,0.8873,SUPV-009,MES_SHIFT
SHIFT-20251012-L02-B_Evening,2025-10-12,P01,L02,B_Evening,18264,17021,731,250,407.78,54.92,42.69,1885.98,0.8173,SUPV-008,MES_SHIFT
SHIFT-20251012-L02-C_Night,2025-10-12,P01,L02,C_Night,19730,19669,625,312,412.09,38.05,40.56,2792.93,0.8835,SUPV-015,MES_SHIFT
SHIFT-20251012-L03-A_Day,2025-10-12,P02,L03,A_Day,12169,11687,137,63,432.22,9.64,46.63,953.78,0.8927,SUPV-018,MES_SHIFT
SHIFT-20251012-L04-B_Evening,2025-10-12,P02,L04,B_Evening,8244,7294,118,29,420.21,41.12,47.89,933.53,0.7995,SUPV-007,MES_SHIFT
SHIFT-20251012-L05-A_Day,2025-10-12,P03,L05,A_Day,7640,6481,166,52,431.31,33.69,40.26,976.76,0.7868,SUPV-004,MES_SHIFT
SHIFT-20251012-L05-B_Evening,2025-10-12,P03,L05,B_Evening,11937,11295,212,55,381.05,70.06,47.11,2086.94,0.7754,SUPV-011,MES_SHIFT
SHIFT-20251012-L06-A_Day,2025-10-12,P03,L06,A_Day,25677,23344,1235,364,404.6,33.63,39.98,3197.75,0.791,SUPV-011,MES_SHIFT
SHIFT-20251012-L06-C_Night,2025-10-12,P03,L06,C_Night,23545,23669,812,326,397.83,61.26,40.56,3277.09,0.86,SUPV-003,MES_SHIFT
SHIFT-20251013-L01-A_Day,2025-10-13,P01,L01,A_Day,13505,11555,326,176,446.81,9.06,41.98,1825.17,0.8221,SUPV-012,MES_SHIFT
SHIFT-20251013-L01-B_Evening,2025-10-13,P01,L01,B_Evening,13521,12175,551,261,390.29,62.63,39.14,1782.07,0.7558,SUPV-008,MES_SHIFT
SHIFT-20251013-L01-C_Night,2025-10-13,P01,L01,C_Night,15925,15931,349,154,408.93,43.09,38.8,1421.79,0.8797,SUPV-002,MES_SHIFT
SHIFT-20251013-L02-A_Day,2025-10-13,P01,L02,A_Day,33867,31102,1911,944,331.94,106.18,41.76,5292.58,0.6556,SUPV-009,MES_SHIFT
SHIFT-20251013-L02-B_Evening,2025-10-13,P01,L02,B_Evening,32172,28608,641,304,417.41,36.78,44.29,3431.28,0.7982,SUPV-008,MES_SHIFT
SHIFT-20251013-L02-C_Night,2025-10-13,P01,L02,C_Night,24292,20408,958,400,464.78,0.22,45.55,2216.57,0.8397,SUPV-007,MES_SHIFT
SHIFT-20251013-L03-A_Day,2025-10-13,P02,L03,A_Day,15389,15591,334,183,413.27,43.1,38.32,1357.81,0.9004,SUPV-014,MES_SHIFT
SHIFT-20251013-L03-B_Evening,2025-10-13,P02,L03,B_Evening,15224,14519,295,78,405.61,47.12,41.24,1852.38,0.8319,SUPV-007,MES_SHIFT
SHIFT-20251013-L03-C_Night,2025-10-13,P02,L03,C_Night,17598,15770,394,215,428.28,2.81,47.71,2108.29,0.8254,SUPV-009,MES_SHIFT
SHIFT-20251013-L04-A_Day,2025-10-13,P02,L04,A_Day,11633,11559,173,62,390.7,44.68,45.2,1375.47,0.8349,SUPV-015,MES_SHIFT
SHIFT-20251013-L04-B_Evening,2025-10-13,P02,L04,B_Evening,10973,10124,190,53,399.11,38.2,39.4,908.87,0.7919,SUPV-005,MES_SHIFT
SHIFT-20251013-L04-C_Night,2025-10-13,P02,L04,C_Night,11992,10224,517,240,380.28,76.65,47.65,1074.6,0.6972,SUPV-017,MES_SHIFT
SHIFT-20251013-L05-A_Day,2025-10-13,P03,L05,A_Day,14910,14742,335,171,388.34,44.57,42.07,1182.3,0.8257,SUPV-001,MES_SHIFT
SHIFT-20251013-L05-B_Evening,2025-10-13,P03,L05,B_Evening,16938,17081,290,114,376.56,74.26,43.09,1491.64,0.8167,SUPV-012,MES_SHIFT
SHIFT-20251013-L05-C_Night,2025-10-13,P03,L05,C_Night,15834,15542,377,152,452.13,3.41,46.3,1555.74,0.9544,SUPV-014,MES_SHIFT
SHIFT-20251013-L06-A_Day,2025-10-13,P03,L06,A_Day,32133,26733,1198,546,419.33,23.8,47.0,5141.41,0.7502,SUPV-016,MES_SHIFT
SHIFT-20251013-L06-B_Evening,2025-10-13,P03,L06,B_Evening,33691,30035,740,376,373.74,62.7,41.13,3476.01,0.7165,SUPV-014,MES_SHIFT
SHIFT-20251013-L06-C_Night,2025-10-13,P03,L06,C_Night,37209,37127,1534,454,384.59,59.62,46.75,2492.59,0.8253,SUPV-017,MES_SHIFT
