plan_id,plan_date,plant_id,line_id,product_id,planned_quantity,planned_capacity_units,capacity_utilization_plan,plan_version,planner_id,source_system
PLAN-20260307-L02,2026-03-07,P01,L02,PRD-037,43826,82062,0.534,v2,PLN-003,APS
PLAN-20260307-L03,2026-03-07,P02,L03,PRD-071,31586,52992,0.596,v2,PLN-001,APS
PLAN-20260307-L04,2026-03-07,P02,L04,PRD-005,23201,34380,0.675,v2,PLN-003,APS
PLAN-20260307-L05,2026-03-07,P03,L05,PRD-043,26699,44946,0.594,v2,PLN-007,APS
PLAN-20260307-L06,2026-03-07,P03,L06,PRD-074,57079,84438,0.676,v2,PLN-011,APS
PLAN-20260308-L01,2026-03-08,P01,L01,PRD-023,38010,58068,0.655,v1,PLN-003,APS
PLAN-20260308-L02,2026-03-08,P01,L02,PRD-037,42117,82062,0.513,v1,PLN-003,APS
PLAN-20260308-L03,2026-03-08,P02,L03,PRD-019,30388,52992,0.573,v3,PLN-006,APS
PLAN-20260308-L04,2026-03-08,P02,L04,PRD-035,22388,34380,0.651,v1,PLN-005,APS
PLAN-20260308-L05,2026-03-08,P03,L05,PRD-063,29236,44946,0.65,v2,PLN-002,APS
PLAN-20260308-L06,2026-03-08,P03,L06,PRD-067,50827,84438,0.602,v1,PLN-012,APS
PLAN-20260309-L01,2026-03-09,P01,L01,PRD-050,39913,58068,0.687,v3,PLN-004,APS
PLAN-20260309-L02,2026-03-09,P01,L02,PRD-063,70620,82062,0.861,v1,PLN-009,APS
PLAN-20260309-L03,2026-03-09,P02,L03,PRD-002,36944,52992,0.697,v2,PLN-005,APS
PLAN-20260309-L04,2026-03-09,P02,L04,PRD-005,25735,34380,0.749,v2,PLN-007,APS
PLAN-20260309-L05,2026-03-09,P03,L05,PRD-062,39853,44946,0.887,v3,PLN-007,APS
PLAN-20260309-L06,2026-03-09,P03,L06,PRD-064,68740,84438,0.814,v2,PLN-006,APS
PLAN-20260310-L01,2026-03-10,P01,L01,PRD-061,40473,58068,0.697,v1,PLN-004,APS
PLAN-20260310-L02,2026-03-10,P01,L02,PRD-045,66637,82062,0.812,v3,PLN-004,APS
PLAN-20260310-L03,2026-03-10,P02,L03,PRD-069,45884,52992,0.866,v1,PLN-008,APS
PLAN-20260310-L04,2026-03-10,P02,L04,PRD-011,31401,34380,0.913,v2,PLN-005,APS
PLAN-20260310-L05,2026-03-10,P03,L05,PRD-075,38312,44946,0.852,v2,PLN-006,APS
PLAN-20260310-L06,2026-03-10,P03,L06,PRD-035,58809,84438,0.696,v1,PLN-009,APS
PLAN-20260311-L01,2026-03-11,P01,L01,PRD-031,51272,58068,0.883,v2,PLN-003,APS
PLAN-20260311-L02,2026-03-11,P01,L02,PRD-064,58611,82062,0.714,v3,PLN-005,APS
PLAN-20260311-L03,2026-03-11,P02,L03,PRD-042,35825,52992,0.676,v2,PLN-010,APS
PLAN-20260311-L04,2026-03-11,P02,L04,PRD-023,23020,34380,0.67,v3,PLN-012,APS
PLAN-20260311-L05,2026-03-11,P03,L05,PRD-020,40783,44946,0.907,v2,PLN-002,APS
PLAN-20260311-L06,2026-03-11,P03,L06,PRD-045,61647,84438,0.73,v3,PLN-006,APS
PLAN-20260312-L01,2026-03-12,P01,L01,PRD-032,46323,58068,0.798,v3,PLN-009,APS
PLAN-20260312-L02,2026-03-12,P01,L02,PRD-002,64181,82062,0.782,v1,PLN-011,APS
PLAN-20260312-L03,2026-03-12,P02,L03,PRD-058,37101,52992,0.7,v2,PLN-004,APS
PLAN-20260312-L04,2026-03-12,P02,L04,PRD-048,24640,34380,0.717,v3,PLN-006,APS
PLAN-20260312-L05,2026-03-12,P03,L05,PRD-012,36445,44946,0.811,v1,PLN-012,APS
PLAN-20260312-L06,2026-03-12,P03,L06,PRD-056,74383,84438,0.881,v3,PLN-003,APS
PLAN-20260313-L01,2026-03-13,P01,L01,PRD-074,51014,58068,0.879,v2,PLN-004,APS
PLAN-20260313-L02,2026-03-13,P01,L02,PRD-024,69527,82062,0.847,v3,PLN-003,APS
PLAN-20260313-L03,2026-03-13,P02,L03,PRD-063,37495,52992,0.708,v1,PLN-004,APS
PLAN-20260313-L04,2026-03-13,P02,L04,PRD-067,23880,34380,0.695,v2,PLN-009,APS
PLAN-20260313-L05,2026-03-13,P03,L05,PRD-029,33044,44946,0.735,v3,PLN-011,APS
PLAN-20260313-L06,2026-03-13,P03,L06,PRD-064,56559,84438,0.67,v1,PLN-012,APS
PLAN-20260314-L01,2026-03-14,P01,L01,PRD-072,29636,58068,0.51,v3,PLN-008,APS
PLAN-20260314-L02,2026-03-14,P01,L02,PRD-030,46739,82062,0.57,v1,PLN-006,APS
PLAN-20260314-L03,2026-03-14,P02,L03,PRD-037,30832,52992,0.582,v1,PLN-004,APS
PLAN-20260314-L04,2026-03-14,P02,L04,PRD-031,23169,34380,0.674,v3,PLN-003,APS
PLAN-20260314-L05,2026-03-14,P03,L05,PRD-043,24403,44946,0.543,v1,PLN-008,APS
PLAN-20260314-L06,2026-03-14,P03,L06,PRD-045,53611,84438,0.635,v1,PLN-008,APS
PLAN-20260315-L01,2026-03-15,P01,L01,PRD-023,29666,58068,0.511,v2,PLN-001,APS
PLAN-20260315-L02,2026-03-15,P01,L02,PRD-051,50796,82062,0.619,v1,PLN-002,APS
PLAN-20260315-L03,2026-03-15,P02,L03,PRD-071,29517,52992,0.557,v1,PLN-008,APS
PLAN-20260315-L04,2026-03-15,P02,L04,PRD-023,18118,34380,0.527,v3,PLN-007,APS
PLAN-20260315-L05,2026-03-15,P03,L05,PRD-040,25965,44946,0.578,v1,PLN-006,APS
PLAN-20260315-L06,2026-03-15,P03,L06,PRD-043,44595,84438,0.528,v3,PLN-001,APS
PLAN-20260316-L01,2026-03-16,P01,L01,PRD-051,46588,58068,0.802,v2,PLN-006,APS
PLAN-20260316-L02,2026-03-16,P01,L02,PRD-035,54509,82062,0.664,v3,PLN-004,APS
PLAN-20260316-L03,2026-03-16,P02,L03,PRD-070,43020,52992,0.812,v2,PLN-009,APS
PLAN-20260316-L04,2026-03-16,P02,L04,PRD-032,27271,34380,0.793,v2,PLN-001,APS
PLAN-20260316-L05,2026-03-16,P03,L05,PRD-063,32199,44946,0.716,v2,PLN-001,APS
PLAN-20260316-L06,2026-03-16,P03,L06,PRD-006,61705,84438,0.731,v2,PLN-007,APS
PLAN-20260317-L01,2026-03-17,P01,L01,PRD-079,41729,58068,0.719,v3,PLN-001,APS
PLAN-20260317-L02,2026-03-17,P01,L02,PRD-036,67473,82062,0.822,v3,PLN-007,APS
PLAN-20260317-L03,2026-03-17,P02,L03,PRD-077,41544,52992,0.784,v2,PLN-001,APS
PLAN-20260317-L04,2026-03-17,P02,L04,PRD-003,23532,34380,0.684,v2,PLN-011,APS
PLAN-20260317-L05,2026-03-17,P03,L05,PRD-073,39991,44946,0.89,v2,PLN-004,APS
PLAN-20260317-L06,2026-03-17,P03,L06,PRD-054,65758,84438,0.779,v1,PLN-010,APS
PLAN-20260318-L01,2026-03-18,P01,L01,PRD-051,48553,58068,0.836,v3,PLN-011,APS
PLAN-20260318-L02,2026-03-18,P01,L02,PRD-035,70775,82062,0.862,v1,PLN-007,APS
PLAN-20260318-L03,2026-03-18,P02,L03,PRD-019,39578,52992,0.747,v2,PLN-009,APS
PLAN-20260318-L04,2026-03-18,P02,L04,PRD-059,24846,34380,0.723,v2,PLN-002,APS
PLAN-20260318-L05,2026-03-18,P03,L05,PRD-020,39131,44946,0.871,v2,PLN-007,APS
PLAN-20260318-L06,2026-03-18,P03,L06,PRD-006,64160,84438,0.76,v2,PLN-009,APS
PLAN-20260319-L01,2026-03-19,P01,L01,PRD-009,47336,58068,0.815,v1,PLN-007,APS
PLAN-20260319-L02,2026-03-19,P01,L02,PRD-066,65976,82062,0.804,v2,PLN-002,APS
PLAN-20260319-L03,2026-03-19,P02,L03,PRD-073,41949,52992,0.792,v3,PLN-003,APS
PLAN-20260319-L04,2026-03-19,P02,L04,PRD-062,25026,34380,0.728,v1,PLN-009,APS
PLAN-20260319-L05,2026-03-19,P03,L05,PRD-079,31858,44946,0.709,v1,PLN-005,APS
PLAN-20260319-L06,2026-03-19,P03,L06,PRD-035,61578,84438,0.729,v1,PLN-007,APS
PLAN-20260320-L01,2026-03-20,P01,L01,PRD-029,47794,58068,0.823,v3,PLN-004,APS
PLAN-20260320-L02,2026-03-20,P01,L02,PRD-045,72153,82062,0.879,v1,PLN-011,APS
PLAN-20260320-L03,2026-03-20,P02,L03,PRD-057,45660,52992,0.862,v2,PLN-003,APS
PLAN-20260320-L04,2026-03-20,P02,L04,PRD-077,26154,34380,0.761,v3,PLN-002,APS
PLAN-20260320-L05,2026-03-20,P03,L05,PRD-071,34536,44946,0.768,v2,PLN-002,APS
PLAN-20260320-L06,2026-03-20,P03,L06,PRD-045,72974,84438,0.864,v3,PLN-006,APS
PLAN-20260321-L01,2026-03-21,P01,L01,PRD-059,29644,58068,0.511,v2,PLN-006,APS
PLAN-20260321-L02,2026-03-21,P01,L02,PRD-011,43334,82062,0.528,v1,PLN-009,APS
PLAN-20260321-L03,2026-03-21,P02,L03,PRD-002,32114,52992,0.606,v3,PLN-012,APS
PLAN-20260321-L04,2026-03-21,P02,L04,PRD-010,18970,34380,0.552,v2,PLN-007,APS
PLAN-20260321-L05,2026-03-21,P03,L05,PRD-064,27694,44946,0.616,v1,PLN-005,APS
PLAN-20260321-L06,2026-03-21,P03,L06,PRD-043,52691,84438,0.624,v2,PLN-003,APS
PLAN-20260322-L01,2026-03-22,P01,L01,PRD-028,31840,58068,0.548,v3,PLN-005,APS
PLAN-20260322-L02,2026-03-22,P01,L02,PRD-024,43720,82062,0.533,v2,PLN-007,APS
PLAN-20260322-L03,2026-03-22,P02,L03,PRD-027,26887,52992,0.507,v1,PLN-006,APS
PLAN-20260322-L04,2026-03-22,P02,L04,PRD-042,19175,34380,0.558,v3,PLN-008,APS
PLAN-20260322-L05,2026-03-22,P03,L05,PRD-039,28103,44946,0.625,v2,PLN-002,APS
PLAN-20260322-L06,2026-03-22,P03,L06,PRD-024,42529,84438,0.504,v3,PLN-005,APS
PLAN-20260323-L01,2026-03-23,P01,L01,PRD-080,41803,58068,0.72,v1,PLN-009,APS
PLAN-20260323-L02,2026-03-23,P01,L02,PRD-020,56228,82062,0.685,v3,PLN-011,APS
PLAN-20260323-L03,2026-03-23,P02,L03,PRD-048,37527,52992,0.708,v3,PLN-010,APS
PLAN-20260323-L04,2026-03-23,P02,L04,PRD-066,29483,34380,0.858,v2,PLN-004,APS
PLAN-20260323-L05,2026-03-23,P03,L05,PRD-019,32017,44946,0.712,v3,PLN-011,APS
PLAN-20260323-L06,2026-03-23,P03,L06,PRD-040,58207,84438,0.689,v1,PLN-003,APS
PLAN-20260324-L01,2026-03-24,P01,L01,PRD-020,45736,58068,0.788,v3,PLN-005,APS
PLAN-20260324-L02,2026-03-24,P01,L02,PRD-017,68017,82062,0.829,v3,PLN-009,APS
PLAN-20260324-L03,2026-03-24,P02,L03,PRD-077,34213,52992,0.646,v2,PLN-008,APS
PLAN-20260324-L04,2026-03-24,P02,L04,PRD-002,22723,34380,0.661,v3,PLN-003,APS
PLAN-20260324-L05,2026-03-24,P03,L05,PRD-044,35222,44946,0.784,v1,PLN-011,APS
PLAN-20260324-L06,2026-03-24,P03,L06,PRD-012,73688,84438,0.873,v3,PLN-009,APS
PLAN-20260325-L01,2026-03-25,P01,L01,PRD-078,48332,58068,0.832,v3,PLN-011,APS
PLAN-20260325-L02,2026-03-25,P01,L02,PRD-069,62286,82062,0.759,v1,PLN-003,APS
PLAN-20260325-L03,2026-03-25,P02,L03,PRD-075,40197,52992,0.759,v2,PLN-011,APS
PLAN-20260325-L04,2026-03-25,P02,L04,PRD-079,25147,34380,0.731,v2,PLN-004,APS
PLAN-20260325-L05,2026-03-25,P03,L05,PRD-010,38293,44946,0.852,v3,PLN-006,APS
PLAN-20260325-L06,2026-03-25,P03,L06,PRD-004,62933,84438,0.745,v1,PLN-009,APS
PLAN-20260326-L01,2026-03-26,P01,L01,PRD-050,47168,58068,0.812,v1,PLN-008,APS
PLAN-20260326-L02,2026-03-26,P01,L02,PRD-079,61741,82062,0.752,v3,PLN-001,APS
PLAN-20260326-L03,2026-03-26,P02,L03,PRD-070,45773,52992,0.864,v3,PLN-007,APS
PLAN-20260326-L04,2026-03-26,P02,L04,PRD-006,28978,34380,0.843,v2,PLN-005,APS
PLAN-20260326-L05,2026-03-26,P03,L05,PRD-050,29018,44946,0.646,v3,PLN-010,APS
PLAN-20260326-L06,2026-03-26,P03,L06,PRD-042,67514,84438,0.8,v1,PLN-004,APS
PLAN-20260327-L01,2026-03-27,P01,L01,PRD-052,42476,58068,0.731,v3,PLN-001,APS
PLAN-20260327-L02,2026-03-27,P01,L02,PRD-008,63335,82062,0.772,v3,PLN-002,APS
PLAN-20260327-L03,2026-03-27,P02,L03,PRD-040,42642,52992,0.805,v2,PLN-004,APS
PLAN-20260327-L04,2026-03-27,P02,L04,PRD-067,28188,34380,0.82,v3,PLN-001,APS
PLAN-20260327-L05,2026-03-27,P03,L05,PRD-062,36789,44946,0.819,v2,PLN-005,APS
PLAN-20260327-L06,2026-03-27,P03,L06,PRD-067,58828,84438,0.697,v2,PLN-005,APS
PLAN-20260328-L01,2026-03-28,P01,L01,PRD-037,37206,58068,0.641,v1,PLN-012,APS
PLAN-20260328-L02,2026-03-28,P01,L02,PRD-005,45822,82062,0.558,v3,PLN-005,APS
PLAN-20260328-L03,2026-03-28,P02,L03,PRD-075,31478,52992,0.594,v2,PLN-008,APS
PLAN-20260328-L04,2026-03-28,P02,L04,PRD-037,17041,34380,0.496,v2,PLN-009,APS
PLAN-20260328-L05,2026-03-28,P03,L05,PRD-080,27558,44946,0.613,v2,PLN-002,APS
PLAN-20260328-L06,2026-03-28,P03,L06,PRD-006,43684,84438,0.517,v3,PLN-002,APS
PLAN-20260329-L01,2026-03-29,P01,L01,PRD-023,29342,58068,0.505,v2,PLN-010,APS
PLAN-20260329-L02,2026-03-29,P01,L02,PRD-024,48507,82062,0.591,v1,PLN-006,APS
PLAN-20260329-L03,2026-03-29,P02,L03,PRD-058,27741,52992,0.523,v3,PLN-008,APS
PLAN-20260329-L04,2026-03-29,P02,L04,PRD-017,17056,34380,0.496,v3,PLN-003,APS
PLAN-20260329-L05,2026-03-29,P03,L05,PRD-070,25161,44946,0.56,v3,PLN-006,APS
PLAN-20260329-L06,2026-03-29,P03,L06,PRD-064,50812,84438,0.602,v3,PLN-007,APS
PLAN-20260330-L01,2026-03-30,P01,L01,PRD-037,43171,58068,0.743,v3,PLN-007,APS
PLAN-20260330-L02,2026-03-30,P01,L02,PRD-015,61616,82062,0.751,v1,PLN-011,APS
PLAN-20260330-L03,2026-03-30,P02,L03,PRD-017,41488,52992,0.783,v2,PLN-002,APS
PLAN-20260330-L04,2026-03-30,P02,L04,PRD-021,26315,34380,0.765,v2,PLN-010,APS
PLAN-20260330-L05,2026-03-30,P03,L05,PRD-010,36533,44946,0.813,v3,PLN-012,APS
PLAN-20260330-L06,2026-03-30,P03,L06,PRD-074,68186,84438,0.808,v1,PLN-003,APS
PLAN-20260331-L01,2026-03-31,P01,L01,PRD-008,37014,58068,0.637,v3,PLN-008,APS
PLAN-20260331-L02,2026-03-31,P01,L02,PRD-022,68987,82062,0.841,v3,PLN-007,APS
PLAN-20260331-L03,2026-03-31,P02,L03,PRD-022,40173,52992,0.758,v2,PLN-004,APS
PLAN-20260331-L04,2026-03-31,P02,L04,PRD-021,25352,34380,0.737,v1,PLN-001,APS
PLAN-20260331-L05,2026-03-31,P03,L05,PRD-013,31189,44946,0.694,v2,PLN-002,APS
PLAN-20260331-L06,2026-03-31,P03,L06,PRD-004,70472,84438,0.835,v2,PLN-004,APS
PLAN-20260401-L01,2026-04-01,P01,L01,PRD-050,46232,58068,0.796,v1,PLN-008,APS
PLAN-20260401-L02,2026-04-01,P01,L02,PRD-024,64525,82062,0.786,v2,PLN-004,APS
PLAN-20260401-L03,2026-04-01,P02,L03,PRD-053,39805,52992,0.751,v1,PLN-006,APS
PLAN-20260401-L04,2026-04-01,P02,L04,PRD-036,24248,34380,0.705,v2,PLN-012,APS
PLAN-20260401-L05,2026-04-01,P03,L05,PRD-054,30316,44946,0.674,v2,PLN-011,APS
PLAN-20260401-L06,2026-04-01,P03,L06,PRD-017,54747,84438,0.648,v3,PLN-008,APS
PLAN-20260402-L01,2026-04-02,P01,L01,PRD-028,45580,58068,0.785,v1,PLN-012,APS
PLAN-20260402-L02,2026-04-02,P01,L02,PRD-051,55456,82062,0.676,v1,PLN-001,APS
PLAN-20260402-L03,2026-04-02,P02,L03,PRD-002,37138,52992,0.701,v3,PLN-004,APS
PLAN-20260402-L04,2026-04-02,P02,L04,PRD-017,22925,34380,0.667,v1,PLN-008,APS
PLAN-20260402-L05,2026-04-02,P03,L05,PRD-079,33873,44946,0.754,v3,PLN-012,APS
PLAN-20260402-L06,2026-04-02,P03,L06,PRD-037,69301,84438,0.821,v1,PLN-005,APS
PLAN-20260403-L01,2026-04-03,P01,L01,PRD-072,36949,58068,0.636,v3,PLN-007,APS
PLAN-20260403-L02,2026-04-03,P01,L02,PRD-005,63810,82062,0.778,v3,PLN-001,APS
PLAN-20260403-L03,2026-04-03,P02,L03,PRD-012,44116,52992,0.833,v2,PLN-002,APS
PLAN-20260403-L04,2026-04-03,P02,L04,PRD-078,28400,34380,0.826,v3,PLN-001,APS
PLAN-20260403-L05,2026-04-03,P03,L05,PRD-006,36452,44946,0.811,v3,PLN-002,APS
PLAN-20260403-L06,2026-04-03,P03,L06,PRD-061,56132,84438,0.665,v3,PLN-004,APS
PLAN-20260404-L01,2026-04-04,P01,L01,PRD-007,37101,58068,0.639,v2,PLN-009,APS
PLAN-20260404-L02,2026-04-04,P01,L02,PRD-031,47396,82062,0.578,v3,PLN-007,APS
PLAN-20260404-L03,2026-04-04,P02,L03,PRD-063,31226,52992,0.589,v2,PLN-004,APS
PLAN-20260404-L04,2026-04-04,P02,L04,PRD-051,17291,34380,0.503,v2,PLN-006,APS
PLAN-20260404-L05,2026-04-04,P03,L05,PRD-064,26946,44946,0.6,v3,PLN-003,APS
PLAN-20260404-L06,2026-04-04,P03,L06,PRD-067,42659,84438,0.505,v2,PLN-001,APS
PLAN-20260405-L01,2026-04-05,P01,L01,PRD-074,27657,58068,0.476,v2,PLN-010,APS
PLAN-20260405-L02,2026-04-05,P01,L02,PRD-066,38911,82062,0.474,v1,PLN-003,APS
PLAN-20260405-L03,2026-04-05,P02,L03,PRD-043,31098,52992,0.587,v2,PLN-001,APS
PLAN-20260405-L04,2026-04-05,P02,L04,PRD-049,20472,34380,0.595,v3,PLN-007,APS
PLAN-20260405-L05,2026-04-05,P03,L05,PRD-052,26984,44946,0.6,v2,PLN-009,APS
PLAN-20260405-L06,2026-04-05,P03,L06,PRD-042,41041,84438,0.486,v1,PLN-006,APS
PLAN-20260406-L01,2026-04-06,P01,L01,PRD-029,48666,58068,0.838,v2,PLN-007,APS
PLAN-20260406-L02,2026-04-06,P01,L02,PRD-039,60157,82062,0.733,v1,PLN-012,APS
PLAN-20260406-L03,2026-04-06,P02,L03,PRD-003,41671,52992,0.786,v3,PLN-005,APS
PLAN-20260406-L04,2026-04-06,P02,L04,PRD-046,25742,34380,0.749,v1,PLN-012,APS
PLAN-20260406-L05,2026-04-06,P03,L05,PRD-049,37217,44946,0.828,v3,PLN-005,APS
PLAN-20260406-L06,2026-04-06,P03,L06,PRD-073,58215,84438,0.689,v3,PLN-001,APS
PLAN-20260407-L01,2026-04-07,P01,L01,PRD-061,39659,58068,0.683,v3,PLN-009,APS
PLAN-20260407-L02,2026-04-07,P01,L02,PRD-035,68641,82062,0.836,v2,PLN-005,APS
PLAN-20260407-L03,2026-04-07,P02,L03,PRD-071,42149,52992,0.795,v1,PLN-004,APS
PLAN-20260407-L04,2026-04-07,P02,L04,PRD-059,25535,34380,0.743,v3,PLN-004,APS
PLAN-20260407-L05,2026-04-07,P03,L05,PRD-052,32678,44946,0.727,v3,PLN-011,APS
PLAN-20260407-L06,2026-04-07,P03,L06,PRD-066,63660,84438,0.754,v3,PLN-009,APS
PLAN-20260408-L01,2026-04-08,P01,L01,PRD-020,47388,58068,0.816,v1,PLN-006,APS
PLAN-20260408-L02,2026-04-08,P01,L02,PRD-001,64526,82062,0.786,v2,PLN-001,APS
PLAN-20260408-L03,2026-04-08,P02,L03,PRD-066,43903,52992,0.828,v2,PLN-001,APS
PLAN-20260408-L04,2026-04-08,P02,L04,PRD-006,27932,34380,0.812,v2,PLN-009,APS
PLAN-20260408-L05,2026-04-08,P03,L05,PRD-039,30216,44946,0.672,v2,PLN-011,APS
PLAN-20260408-L06,2026-04-08,P03,L06,PRD-013,55831,84438,0.661,v1,PLN-007,APS
PLAN-20260409-L01,2026-04-09,P01,L01,PRD-061,39021,58068,0.672,v2,PLN-006,APS
PLAN-20260409-L02,2026-04-09,P01,L02,PRD-004,61248,82062,0.746,v2,PLN-001,APS
PLAN-20260409-L03,2026-04-09,P02,L03,PRD-023,44084,52992,0.832,v3,PLN-009,APS
PLAN-20260409-L04,2026-04-09,P02,L04,PRD-037,28976,34380,0.843,v3,PLN-012,APS
PLAN-20260409-L05,2026-04-09,P03,L05,PRD-039,35360,44946,0.787,v2,PLN-001,APS
PLAN-20260409-L06,2026-04-09,P03,L06,PRD-062,65165,84438,0.772,v1,PLN-001,APS
PLAN-20260410-L01,2026-04-10,P01,L01,PRD-078,46828,58068,0.806,v3,PLN-004,APS
PLAN-20260410-L02,2026-04-10,P01,L02,PRD-075,52499,82062,0.64,v3,PLN-005,APS
PLAN-20260410-L03,2026-04-10,P02,L03,PRD-058,39105,52992,0.738,v2,PLN-009,APS
PLAN-20260410-L04,2026-04-10,P02,L04,PRD-035,22599,34380,0.657,v2,PLN-008,APS
PLAN-20260410-L05,2026-04-10,P03,L05,PRD-054,29182,44946,0.649,v3,PLN-008,APS
PLAN-20260410-L06,2026-04-10,P03,L06,PRD-070,55103,84438,0.653,v3,PLN-001,APS
PLAN-20260411-L01,2026-04-11,P01,L01,PRD-046,31846,58068,0.548,v3,PLN-009,APS
PLAN-20260411-L02,2026-04-11,P01,L02,PRD-012,48796,82062,0.595,v2,PLN-004,APS
PLAN-20260411-L03,2026-04-11,P02,L03,PRD-024,29760,52992,0.562,v3,PLN-010,APS
PLAN-20260411-L04,2026-04-11,P02,L04,PRD-037,16673,34380,0.485,v3,PLN-011,APS
PLAN-20260411-L05,2026-04-11,P03,L05,PRD-073,24493,44946,0.545,v1,PLN-004,APS
PLAN-20260411-L06,2026-04-11,P03,L06,PRD-016,52486,84438,0.622,v2,PLN-011,APS
PLAN-20260412-L01,2026-04-12,P01,L01,PRD-052,30208,58068,0.52,v2,PLN-001,APS
PLAN-20260412-L02,2026-04-12,P01,L02,PRD-012,47904,82062,0.584,v2,PLN-005,APS
PLAN-20260412-L03,2026-04-12,P02,L03,PRD-017,25347,52992,0.478,v2,PLN-005,APS
PLAN-20260412-L04,2026-04-12,P02,L04,PRD-002,16296,34380,0.474,v1,PLN-011,APS
PLAN-20260412-L05,2026-04-12,P03,L05,PRD-025,23266,44946,0.518,v2,PLN-004,APS
PLAN-20260412-L06,2026-04-12,P03,L06,PRD-080,53678,84438,0.636,v2,PLN-001,APS
PLAN-20260413-L01,2026-04-13,P01,L01,PRD-016,44262,58068,0.762,v3,PLN-011,APS
PLAN-20260413-L02,2026-04-13,P01,L02,PRD-035,57526,82062,0.701,v2,PLN-004,APS
PLAN-20260413-L03,2026-04-13,P02,L03,PRD-024,44680,52992,0.843,v2,PLN-001,APS
PLAN-20260413-L04,2026-04-13,P02,L04,PRD-041,27670,34380,0.805,v2,PLN-008,APS
PLAN-20260413-L05,2026-04-13,P03,L05,PRD-063,30639,44946,0.682,v2,PLN-012,APS
PLAN-20260413-L06,2026-04-13,P03,L06,PRD-064,71539,84438,0.847,v2,PLN-007,APS
PLAN-20260414-L01,2026-04-14,P01,L01,PRD-072,40162,58068,0.692,v2,PLN-006,APS
PLAN-20260414-L02,2026-04-14,P01,L02,PRD-035,58773,82062,0.716,v3,PLN-007,APS
PLAN-20260414-L03,2026-04-14,P02,L03,PRD-075,44345,52992,0.837,v2,PLN-001,APS
PLAN-20260414-L04,2026-04-14,P02,L04,PRD-029,28524,34380,0.83,v2,PLN-011,APS
PLAN-20260414-L05,2026-04-14,P03,L05,PRD-033,33156,44946,0.738,v2,PLN-004,APS
PLAN-20260414-L06,2026-04-14,P03,L06,PRD-064,60081,84438,0.712,v1,PLN-001,APS
PLAN-20260415-L01,2026-04-15,P01,L01,PRD-001,44634,58068,0.769,v2,PLN-003,APS
PLAN-20260415-L02,2026-04-15,P01,L02,PRD-061,60453,82062,0.737,v3,PLN-003,APS
PLAN-20260415-L03,2026-04-15,P02,L03,PRD-077,42344,52992,0.799,v1,PLN-005,APS
PLAN-20260415-L04,2026-04-15,P02,L04,PRD-046,26628,34380,0.775,v2,PLN-002,APS
PLAN-20260415-L05,2026-04-15,P03,L05,PRD-054,32514,44946,0.723,v2,PLN-003,APS
PLAN-20260415-L06,2026-04-15,P03,L06,PRD-080,60856,84438,0.721,v2,PLN-011,APS
PLAN-20260416-L01,2026-04-16,P01,L01,PRD-074,39579,58068,0.682,v1,PLN-008,APS
PLAN-20260416-L02,2026-04-16,P01,L02,PRD-011,56394,82062,0.687,v2,PLN-009,APS
PLAN-20260416-L03,2026-04-16,P02,L03,PRD-037,36562,52992,0.69,v3,PLN-003,APS
PLAN-20260416-L04,2026-04-16,P02,L04,PRD-024,23711,34380,0.69,v1,PLN-009,APS
PLAN-20260416-L05,2026-04-16,P03,L05,PRD-055,32333,44946,0.719,v2,PLN-012,APS
PLAN-20260416-L06,2026-04-16,P03,L06,PRD-013,59979,84438,0.71,v1,PLN-006,APS
PLAN-20260417-L01,2026-04-17,P01,L01,PRD-066,38974,58068,0.671,v2,PLN-002,APS
PLAN-20260417-L02,2026-04-17,P01,L02,PRD-035,61894,82062,0.754,v1,PLN-004,APS
PLAN-20260417-L03,2026-04-17,P02,L03,PRD-024,37200,52992,0.702,v2,PLN-007,APS
PLAN-20260417-L04,2026-04-17,P02,L04,PRD-001,26293,34380,0.765,v2,PLN-009,APS
PLAN-20260417-L05,2026-04-17,P03,L05,PRD-008,31692,44946,0.705,v3,PLN-002,APS
PLAN-20260417-L06,2026-04-17,P03,L06,PRD-058,63054,84438,0.747,v3,PLN-007,APS
PLAN-20260418-L01,2026-04-18,P01,L01,PRD-051,28596,58068,0.492,v2,PLN-003,APS
PLAN-20260418-L02,2026-04-18,P01,L02,PRD-015,43243,82062,0.527,v3,PLN-004,APS
PLAN-20260418-L03,2026-04-18,P02,L03,PRD-042,32952,52992,0.622,v2,PLN-003,APS
PLAN-20260418-L04,2026-04-18,P02,L04,PRD-021,16735,34380,0.487,v2,PLN-008,APS
PLAN-20260418-L05,2026-04-18,P03,L05,PRD-043,27612,44946,0.614,v1,PLN-007,APS
PLAN-20260418-L06,2026-04-18,P03,L06,PRD-054,43926,84438,0.52,v2,PLN-012,APS
PLAN-20260419-L01,2026-04-19,P01,L01,PRD-027,28006,58068,0.482,v2,PLN-011,APS
PLAN-20260419-L02,2026-04-19,P01,L02,PRD-061,50771,82062,0.619,v2,PLN-001,APS
PLAN-20260419-L03,2026-04-19,P02,L03,PRD-058,30644,52992,0.578,v3,PLN-010,APS
PLAN-20260419-L04,2026-04-19,P02,L04,PRD-077,18015,34380,0.524,v1,PLN-006,APS
PLAN-20260419-L05,2026-04-19,P03,L05,PRD-071,24223,44946,0.539,v3,PLN-001,APS
