table_name,business_key,issue_type,severity,description
machine_state_event,EVT-00019733,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019751,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019759,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019767,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019789,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019807,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019845,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019849,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002731,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-005467,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00019901,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019917,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00019921,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020015,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020023,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020067,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020107,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020127,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020139,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020197,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020201,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020257,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020272,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020275,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020287,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005577,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005584,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020341,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005595,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020353,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005596,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020371,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020375,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005608,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020425,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020429,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005616,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020437,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020453,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005625,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020487,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020495,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020499,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020529,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005644,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020537,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020545,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020567,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020575,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020585,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005671,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020637,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020641,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020644,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005675,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020655,missing_reason_code,medium,Downtime reason code missing from SCADA event.
work_order,WO-002848,mixed_datetime_format,medium,Actual start datetime uses dd/mm/YYYY format.
production_run,RUN-005696,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020769,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020777,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020785,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020797,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005719,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020821,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005724,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020857,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020885,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020935,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020953,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005761,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00020992,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00020995,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021003,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005773,missing_operator_id,low,Operator login missing from MES run record.
production_run,RUN-005777,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00021035,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021043,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021046,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005784,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00021073,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021107,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021133,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021147,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005809,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00021155,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021194,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021233,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021248,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021283,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021295,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021303,missing_reason_code,medium,Downtime reason code missing from SCADA event.
production_run,RUN-005856,missing_operator_id,low,Operator login missing from MES run record.
machine_state_event,EVT-00021341,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021377,missing_reason_code,medium,Downtime reason code missing from SCADA event.
machine_state_event,EVT-00021389,missing_reason_code,medium,Downtime reason code missing from SCADA event.
