case_id,run_id,operator_fairness_group,true_high_defect_risk,model_score_unmitigated,model_score_mitigated,prediction_threshold,human_review_required
FAIR-001233,RUN-008848,G3_junior,0,0.2298,0.1098,0.5,0
FAIR-001234,RUN-005963,G2_mid,0,0.5228,0.5228,0.5,0
FAIR-001235,RUN-011256,G1_senior,0,0.2632,0.3032,0.5,0
FAIR-001236,RUN-005769,G3_junior,0,0.4878,0.3678,0.5,0
FAIR-001237,RUN-011263,G3_junior,1,0.741,0.621,0.5,1
FAIR-001238,RUN-007533,G3_junior,1,0.9968,0.8768,0.5,1
FAIR-001239,RUN-005095,G3_junior,0,0.3737,0.2537,0.5,0
FAIR-001240,RUN-008229,G3_junior,1,0.8012,0.6812,0.5,1
FAIR-001241,RUN-003654,G3_junior,0,0.3742,0.2542,0.5,0
FAIR-001242,RUN-011264,G3_junior,1,0.7459,0.6259,0.5,1
FAIR-001243,RUN-006922,G1_senior,0,0.1991,0.2391,0.5,0
FAIR-001244,RUN-010747,G1_senior,0,0,0.0103,0.5,0
FAIR-001245,RUN-004715,G3_junior,0,0.3024,0.1824,0.5,0
FAIR-001246,RUN-001334,G3_junior,0,0.591,0.471,0.5,0
FAIR-001247,RUN-004580,G3_junior,1,0.7289,0.6089,0.5,1
FAIR-001248,RUN-010225,G3_junior,1,0.9978,0.8778,0.5,1
FAIR-001249,RUN-007532,G3_junior,0,0.2502,0.1302,0.5,0
FAIR-001250,RUN-003922,G1_senior,0,0.2281,0.2681,0.5,0
FAIR-001251,RUN-005676,G3_junior,0,0.3968,0.2768,0.5,0
FAIR-001252,RUN-007907,G2_mid,1,0.7125,0.7125,0.5,1
FAIR-001253,RUN-003431,G2_mid,0,0.0321,0.0321,0.5,0
FAIR-001254,RUN-003267,G3_junior,1,0.7498,0.6298,0.5,1
FAIR-001255,RUN-007260,G3_junior,0,0.12,0,0.5,0
FAIR-001256,RUN-004950,G3_junior,0,0.12,0,0.5,0
FAIR-001257,RUN-007936,G2_mid,1,0.6544,0.6544,0.5,1
FAIR-001258,RUN-001350,G3_junior,1,0.7355,0.6155,0.5,1
FAIR-001259,RUN-002506,G3_junior,0,0.6335,0.5135,0.5,0
FAIR-001260,RUN-011109,G3_junior,1,0.787,0.667,0.5,1
FAIR-001261,RUN-006141,G3_junior,0,0.1703,0.0503,0.5,0
FAIR-001262,RUN-002274,G3_junior,0,0.3306,0.2106,0.5,0
FAIR-001263,RUN-000110,G3_junior,1,0.8683,0.7483,0.5,1
FAIR-001264,RUN-003551,G3_junior,0,0.1977,0.0777,0.5,0
FAIR-001265,RUN-000586,G3_junior,1,0.8033,0.6833,0.5,1
FAIR-001266,RUN-004148,G3_junior,0,0.3356,0.2156,0.5,0
FAIR-001267,RUN-006886,G3_junior,0,0.2776,0.1576,0.5,0
FAIR-001268,RUN-003182,G3_junior,0,0.4411,0.3211,0.5,0
FAIR-001269,RUN-009769,G3_junior,0,0.2893,0.1693,0.5,0
FAIR-001270,RUN-000642,G3_junior,1,0.6558,0.5358,0.5,1
FAIR-001271,RUN-003261,G3_junior,0,0.1527,0.0327,0.5,0
FAIR-001272,RUN-004177,G2_mid,1,0.7545,0.7545,0.5,1
FAIR-001273,RUN-006826,G1_senior,0,0.1245,0.1645,0.5,0
FAIR-001274,RUN-006317,G2_mid,0,0.2785,0.2785,0.5,0
FAIR-001275,RUN-002578,G3_junior,0,0.1821,0.0621,0.5,0
FAIR-001276,RUN-002735,G3_junior,0,0.1654,0.0454,0.5,0
FAIR-001277,RUN-006381,G3_junior,0,0.12,0,0.5,0
FAIR-001278,RUN-007271,G1_senior,0,0.0246,0.0646,0.5,0
FAIR-001279,RUN-000963,G1_senior,0,0.1629,0.2029,0.5,0
FAIR-001280,RUN-001336,G3_junior,1,1,0.9227,0.5,1
FAIR-001281,RUN-007509,G1_senior,0,0.167,0.207,0.5,0
FAIR-001282,RUN-005813,G2_mid,0,0.3023,0.3023,0.5,0
FAIR-001283,RUN-004355,G3_junior,0,0.12,0,0.5,0
FAIR-001284,RUN-000779,G3_junior,0,0.2455,0.1255,0.5,0
FAIR-001285,RUN-004136,G3_junior,1,1,0.9072,0.5,1
FAIR-001286,RUN-000037,G3_junior,1,0.7724,0.6524,0.5,1
FAIR-001287,RUN-003084,G3_junior,1,0.7505,0.6305,0.5,1
FAIR-001288,RUN-011200,G3_junior,0,0.6226,0.5026,0.5,0
FAIR-001289,RUN-000298,G1_senior,0,0.0501,0.0901,0.5,0
FAIR-001290,RUN-006936,G3_junior,0,0.5882,0.4682,0.5,0
FAIR-001291,RUN-004086,G3_junior,1,0.9722,0.8522,0.5,1
FAIR-001292,RUN-007661,G1_senior,0,0.1053,0.1453,0.5,0
FAIR-001293,RUN-001909,G3_junior,0,0.3755,0.2555,0.5,0
FAIR-001294,RUN-002299,G3_junior,0,0.3603,0.2403,0.5,0
FAIR-001295,RUN-009906,G3_junior,0,0.4339,0.3139,0.5,0
FAIR-001296,RUN-010776,G3_junior,1,0.7404,0.6204,0.5,1
FAIR-001297,RUN-003784,G3_junior,0,0.2775,0.1575,0.5,0
FAIR-001298,RUN-005192,G3_junior,0,0.3843,0.2643,0.5,0
FAIR-001299,RUN-001757,G2_mid,1,0.696,0.696,0.5,1
FAIR-001300,RUN-000718,G2_mid,1,0.7744,0.7744,0.5,1
FAIR-001301,RUN-006666,G2_mid,0,0.2798,0.2798,0.5,0
FAIR-001302,RUN-005243,G3_junior,0,0.3075,0.1875,0.5,0
FAIR-001303,RUN-003022,G3_junior,0,0.3276,0.2076,0.5,0
FAIR-001304,RUN-000731,G3_junior,1,0.8809,0.7609,0.5,1
FAIR-001305,RUN-000693,G1_senior,1,0.6695,0.7095,0.5,1
FAIR-001306,RUN-004131,G3_junior,1,0.9195,0.7995,0.5,1
FAIR-001307,RUN-010477,G3_junior,0,0.151,0.031,0.5,0
FAIR-001308,RUN-003924,G3_junior,0,0.6026,0.4826,0.5,0
FAIR-001309,RUN-004753,G2_mid,0,0.3011,0.3011,0.5,0
FAIR-001310,RUN-000881,G1_senior,0,0.1275,0.1675,0.5,0
FAIR-001311,RUN-004697,G3_junior,0,0.2899,0.1699,0.5,0
FAIR-001312,RUN-002776,G1_senior,0,0.2225,0.2625,0.5,0
FAIR-001313,RUN-009035,G1_senior,0,0.1948,0.2348,0.5,0
FAIR-001314,RUN-011247,G2_mid,1,0.6436,0.6436,0.5,0
FAIR-001315,RUN-010510,G2_mid,0,0.3013,0.3013,0.5,0
FAIR-001316,RUN-003516,G3_junior,0,0.3014,0.1814,0.5,0
FAIR-001317,RUN-007853,G2_mid,1,0.7234,0.7234,0.5,1
FAIR-001318,RUN-004109,G2_mid,0,0.2125,0.2125,0.5,0
FAIR-001319,RUN-008138,G3_junior,0,0.1627,0.0427,0.5,0
FAIR-001320,RUN-011081,G3_junior,1,0.7256,0.6056,0.5,1
FAIR-001321,RUN-006618,G3_junior,1,0.8753,0.7553,0.5,1
FAIR-001322,RUN-007129,G3_junior,1,0.7414,0.6214,0.5,1
FAIR-001323,RUN-004997,G2_mid,1,0.7789,0.7789,0.5,1
FAIR-001324,RUN-000695,G3_junior,1,0.8432,0.7232,0.5,1
FAIR-001325,RUN-008863,G2_mid,1,0.8535,0.8535,0.5,1
FAIR-001326,RUN-006290,G3_junior,1,0.6077,0.4877,0.5,0
FAIR-001327,RUN-000741,G2_mid,0,0.1351,0.1351,0.5,0
FAIR-001328,RUN-000412,G3_junior,0,0.4145,0.2945,0.5,0
FAIR-001329,RUN-000878,G3_junior,0,0.2979,0.1779,0.5,0
FAIR-001330,RUN-008485,G2_mid,1,0.724,0.724,0.5,1
FAIR-001331,RUN-001877,G1_senior,0,0.1341,0.1741,0.5,0
FAIR-001332,RUN-006004,G3_junior,0,0.1976,0.0776,0.5,0
FAIR-001333,RUN-000130,G3_junior,1,0.6515,0.5315,0.5,1
FAIR-001334,RUN-005205,G0_unknown,0,0.3488,0.3488,0.5,0
FAIR-001335,RUN-008597,G3_junior,0,0.3041,0.1841,0.5,0
FAIR-001336,RUN-002633,G3_junior,0,0.12,0,0.5,0
FAIR-001337,RUN-009736,G3_junior,1,0.5788,0.4588,0.5,0
FAIR-001338,RUN-005987,G3_junior,0,0.3069,0.1869,0.5,0
FAIR-001339,RUN-009561,G2_mid,1,0.5062,0.5062,0.5,0
FAIR-001340,RUN-010091,G2_mid,0,0.0404,0.0404,0.5,0
FAIR-001341,RUN-010479,G3_junior,0,0.4113,0.2913,0.5,0
FAIR-001342,RUN-003674,G3_junior,0,0.5369,0.4169,0.5,0
FAIR-001343,RUN-001429,G2_mid,1,0.6565,0.6565,0.5,1
FAIR-001344,RUN-011393,G3_junior,0,0.1204,0.0004,0.5,0
FAIR-001345,RUN-003800,G3_junior,1,0.9337,0.8137,0.5,1
FAIR-001346,RUN-006276,G2_mid,0,0.3019,0.3019,0.5,0
FAIR-001347,RUN-002318,G3_junior,1,0.7674,0.6474,0.5,1
FAIR-001348,RUN-007180,G2_mid,0,0.3605,0.3605,0.5,0
FAIR-001349,RUN-011141,G3_junior,0,0.1963,0.0763,0.5,0
FAIR-001350,RUN-000392,G1_senior,0,0.2984,0.3384,0.5,0
FAIR-001351,RUN-006174,G3_junior,1,0.73,0.61,0.5,1
FAIR-001352,RUN-006066,G3_junior,1,0.8605,0.7405,0.5,1
FAIR-001353,RUN-006326,G2_mid,0,0.5037,0.5037,0.5,0
FAIR-001354,RUN-003471,G1_senior,0,0.344,0.384,0.5,0
FAIR-001355,RUN-008385,G3_junior,1,0.8956,0.7756,0.5,1
FAIR-001356,RUN-005173,G3_junior,1,0.8211,0.7011,0.5,1
FAIR-001357,RUN-009052,G3_junior,1,0.9513,0.8313,0.5,1
FAIR-001358,RUN-009262,G3_junior,0,0.3938,0.2738,0.5,0
FAIR-001359,RUN-005781,G3_junior,1,0.6601,0.5401,0.5,1
FAIR-001360,RUN-003225,G3_junior,0,0.5372,0.4172,0.5,0
FAIR-001361,RUN-000571,G3_junior,0,0.1439,0.0239,0.5,0
FAIR-001362,RUN-001038,G2_mid,1,0.9877,0.9877,0.5,1
FAIR-001363,RUN-005236,G2_mid,0,0.2676,0.2676,0.5,0
FAIR-001364,RUN-004872,G1_senior,0,0.1472,0.1872,0.5,0
FAIR-001365,RUN-001344,G3_junior,1,0.737,0.617,0.5,1
FAIR-001366,RUN-009434,G3_junior,1,0.6383,0.5183,0.5,0
FAIR-001367,RUN-001147,G3_junior,0,0.3091,0.1891,0.5,0
FAIR-001368,RUN-001260,G1_senior,0,0.1559,0.1959,0.5,0
FAIR-001369,RUN-003709,G3_junior,0,0.3248,0.2048,0.5,0
FAIR-001370,RUN-001800,G3_junior,0,0.3843,0.2643,0.5,0
FAIR-001371,RUN-002132,G3_junior,0,0.5161,0.3961,0.5,0
FAIR-001372,RUN-011007,G3_junior,1,1,0.9349,0.5,1
FAIR-001373,RUN-005720,G3_junior,1,0.8868,0.7668,0.5,1
FAIR-001374,RUN-006527,G1_senior,0,0.2955,0.3355,0.5,0
FAIR-001375,RUN-001017,G3_junior,0,0.309,0.189,0.5,0
FAIR-001376,RUN-005355,G3_junior,1,0.4462,0.3262,0.5,0
FAIR-001377,RUN-006661,G3_junior,0,0.2355,0.1155,0.5,0
FAIR-001378,RUN-007417,G2_mid,0,0.0614,0.0614,0.5,0
FAIR-001379,RUN-002999,G0_unknown,1,0.8016,0.8016,0.5,1
FAIR-001380,RUN-002049,G3_junior,1,0.9791,0.8591,0.5,1
FAIR-001381,RUN-003153,G2_mid,1,0.7345,0.7345,0.5,1
FAIR-001382,RUN-007828,G3_junior,1,0.9663,0.8463,0.5,1
FAIR-001383,RUN-004112,G1_senior,0,0.0635,0.1035,0.5,0
FAIR-001384,RUN-001549,G3_junior,1,0.8843,0.7643,0.5,1
FAIR-001385,RUN-008534,G2_mid,1,0.5878,0.5878,0.5,0
FAIR-001386,RUN-006114,G3_junior,0,0.3014,0.1814,0.5,0
FAIR-001387,RUN-004126,G1_senior,0,0,0,0.5,0
FAIR-001388,RUN-004098,G3_junior,0,0.3421,0.2221,0.5,0
FAIR-001389,RUN-004410,G3_junior,0,0.4605,0.3405,0.5,0
FAIR-001390,RUN-008683,G3_junior,0,0.3038,0.1838,0.5,0
FAIR-001391,RUN-001824,G3_junior,0,0.4109,0.2909,0.5,0
FAIR-001392,RUN-004734,G2_mid,0,0.113,0.113,0.5,0
FAIR-001393,RUN-000024,G3_junior,1,0.6287,0.5087,0.5,0
FAIR-001394,RUN-006511,G2_mid,0,0.1858,0.1858,0.5,0
FAIR-001395,RUN-009477,G3_junior,0,0.3636,0.2436,0.5,0
FAIR-001396,RUN-005021,G3_junior,0,0.4063,0.2863,0.5,0
FAIR-001397,RUN-010433,G3_junior,0,0.1568,0.0368,0.5,0
FAIR-001398,RUN-003902,G1_senior,0,0,0.0349,0.5,0
FAIR-001399,RUN-001522,G1_senior,0,0.2654,0.3054,0.5,0
FAIR-001400,RUN-011046,G3_junior,1,0.7933,0.6733,0.5,1
FAIR-001401,RUN-008356,G1_senior,0,0.0357,0.0757,0.5,0
FAIR-001402,RUN-008407,G1_senior,1,0.5999,0.6399,0.5,0
FAIR-001403,RUN-008662,G3_junior,0,0.12,0,0.5,0
FAIR-001404,RUN-001329,G3_junior,1,0.4914,0.3714,0.5,0
FAIR-001405,RUN-009786,G3_junior,0,0.2776,0.1576,0.5,0
FAIR-001406,RUN-004937,G3_junior,1,0.7412,0.6212,0.5,1
FAIR-001407,RUN-008829,G3_junior,0,0.3068,0.1868,0.5,0
FAIR-001408,RUN-001360,G2_mid,0,0,0,0.5,0
FAIR-001409,RUN-010974,G3_junior,0,0.1362,0.0162,0.5,0
FAIR-001410,RUN-010444,G2_mid,1,0.8838,0.8838,0.5,1
FAIR-001411,RUN-008103,G2_mid,0,0.1171,0.1171,0.5,0
FAIR-001412,RUN-010771,G2_mid,0,0.3493,0.3493,0.5,0
FAIR-001413,RUN-003345,G0_unknown,1,0.6891,0.6891,0.5,1
FAIR-001414,RUN-007283,G3_junior,1,0.7292,0.6092,0.5,1
FAIR-001415,RUN-007274,G3_junior,1,1,0.9068,0.5,1
FAIR-001416,RUN-002070,G3_junior,0,0.12,0,0.5,0
FAIR-001417,RUN-007174,G3_junior,0,0.3249,0.2049,0.5,0
FAIR-001418,RUN-000786,G3_junior,1,0.9441,0.8241,0.5,1
FAIR-001419,RUN-006003,G1_senior,0,0.0932,0.1332,0.5,0
FAIR-001420,RUN-005425,G2_mid,0,0.1101,0.1101,0.5,0
FAIR-001421,RUN-005605,G2_mid,0,0.2745,0.2745,0.5,0
FAIR-001422,RUN-011168,G3_junior,0,0.2959,0.1759,0.5,0
FAIR-001423,RUN-003259,G1_senior,0,0.0585,0.0985,0.5,0
FAIR-001424,RUN-003502,G1_senior,0,0,0,0.5,0
FAIR-001425,RUN-006785,G3_junior,1,0.7503,0.6303,0.5,1
FAIR-001426,RUN-002256,G3_junior,0,0.12,0,0.5,0
FAIR-001427,RUN-007412,G3_junior,1,0.5934,0.4734,0.5,0
FAIR-001428,RUN-010421,G3_junior,0,0.3468,0.2268,0.5,0
FAIR-001429,RUN-005680,G2_mid,0,0.0923,0.0923,0.5,0
FAIR-001430,RUN-007725,G1_senior,1,0.5857,0.6257,0.5,0
FAIR-001431,RUN-009133,G2_mid,1,0.9179,0.9179,0.5,1
FAIR-001432,RUN-002511,G3_junior,1,0.7795,0.6595,0.5,1
FAIR-001433,RUN-009553,G3_junior,0,0.3467,0.2267,0.5,0
FAIR-001434,RUN-003699,G3_junior,1,0.7512,0.6312,0.5,1
FAIR-001435,RUN-004323,G3_junior,1,0.494,0.374,0.5,0
FAIR-001436,RUN-000556,G2_mid,0,0.2634,0.2634,0.5,0
FAIR-001437,RUN-011269,G3_junior,0,0.12,0,0.5,0
FAIR-001438,RUN-011251,G3_junior,0,0.4318,0.3118,0.5,0
FAIR-001439,RUN-005289,G3_junior,1,0.7051,0.5851,0.5,1
FAIR-001440,RUN-000804,G1_senior,1,0.6706,0.7106,0.5,1
FAIR-001441,RUN-002334,G1_senior,0,0.3451,0.3851,0.5,0
FAIR-001442,RUN-006570,G3_junior,1,0.8025,0.6825,0.5,1
FAIR-001443,RUN-004590,G2_mid,1,0.5559,0.5559,0.5,0
FAIR-001444,RUN-011016,G3_junior,0,0.3124,0.1924,0.5,0
FAIR-001445,RUN-003465,G2_mid,0,0.1198,0.1198,0.5,0
FAIR-001446,RUN-007052,G1_senior,0,0.3776,0.4176,0.5,0
FAIR-001447,RUN-002488,G2_mid,0,0,0,0.5,0
FAIR-001448,RUN-004366,G3_junior,1,0.844,0.724,0.5,1
FAIR-001449,RUN-003851,G3_junior,0,0.2568,0.1368,0.5,0
FAIR-001450,RUN-004969,G3_junior,1,0.7544,0.6344,0.5,1
FAIR-001451,RUN-010616,G3_junior,1,0.8326,0.7126,0.5,1
FAIR-001452,RUN-009767,G1_senior,0,0,0.0293,0.5,0
FAIR-001453,RUN-005764,G1_senior,0,0,0.0168,0.5,0
FAIR-001454,RUN-000971,G2_mid,0,0,0,0.5,0
FAIR-001455,RUN-007575,G3_junior,0,0.4279,0.3079,0.5,0
FAIR-001456,RUN-003645,G1_senior,1,0.5687,0.6087,0.5,0
FAIR-001457,RUN-007434,G3_junior,0,0.2888,0.1688,0.5,0
FAIR-001458,RUN-009174,G2_mid,0,0.1576,0.1576,0.5,0
FAIR-001459,RUN-007806,G3_junior,1,0.7431,0.6231,0.5,1
FAIR-001460,RUN-008270,G3_junior,1,0.7453,0.6253,0.5,1
FAIR-001461,RUN-002760,G1_senior,0,0,0,0.5,0
FAIR-001462,RUN-007391,G2_mid,0,0.1348,0.1348,0.5,0
FAIR-001463,RUN-000462,G3_junior,0,0.4016,0.2816,0.5,0
FAIR-001464,RUN-010867,G3_junior,0,0.3498,0.2298,0.5,0
FAIR-001465,RUN-010722,G3_junior,1,0.7083,0.5883,0.5,1
FAIR-001466,RUN-002026,G2_mid,0,0.001,0.001,0.5,0
FAIR-001467,RUN-008738,G3_junior,0,0.4818,0.3618,0.5,0
FAIR-001468,RUN-002005,G2_mid,0,0.2373,0.2373,0.5,0
FAIR-001469,RUN-008196,G2_mid,1,0.6287,0.6287,0.5,0
FAIR-001470,RUN-002887,G1_senior,0,0,0,0.5,0
FAIR-001471,RUN-008830,G1_senior,0,0.1631,0.2031,0.5,0
FAIR-001472,RUN-002543,G0_unknown,0,0.2809,0.2809,0.5,0
FAIR-001473,RUN-004041,G3_junior,0,0.1921,0.0721,0.5,0
FAIR-001474,RUN-001389,G3_junior,0,0.3646,0.2446,0.5,0
FAIR-001475,RUN-006728,G3_junior,0,0.3387,0.2187,0.5,0
FAIR-001476,RUN-010808,G3_junior,1,0.8133,0.6933,0.5,1
FAIR-001477,RUN-009360,G3_junior,1,0.8932,0.7732,0.5,1
FAIR-001478,RUN-003131,G3_junior,1,0.7418,0.6218,0.5,1
FAIR-001479,RUN-000535,G1_senior,0,0.2396,0.2796,0.5,0
FAIR-001480,RUN-006249,G0_unknown,1,0.4697,0.4697,0.5,0
FAIR-001481,RUN-008516,G2_mid,0,0.2148,0.2148,0.5,0
FAIR-001482,RUN-005287,G3_junior,1,0.8457,0.7257,0.5,1
FAIR-001483,RUN-003916,G3_junior,1,0.7315,0.6115,0.5,1
FAIR-001484,RUN-003622,G3_junior,0,0.3147,0.1947,0.5,0
FAIR-001485,RUN-001941,G3_junior,1,0.715,0.595,0.5,1
FAIR-001486,RUN-010646,G2_mid,0,0.2112,0.2112,0.5,0
FAIR-001487,RUN-006686,G2_mid,1,0.6598,0.6598,0.5,1
FAIR-001488,RUN-004924,G3_junior,0,0.347,0.227,0.5,0
FAIR-001489,RUN-009797,G3_junior,0,0.2083,0.0883,0.5,0
FAIR-001490,RUN-010768,G3_junior,0,0.12,0,0.5,0
FAIR-001491,RUN-000724,G3_junior,1,0.7517,0.6317,0.5,1
FAIR-001492,RUN-007416,G0_unknown,1,0.6814,0.6814,0.5,1
FAIR-001493,RUN-000926,G2_mid,1,0.5438,0.5438,0.5,0
FAIR-001494,RUN-000696,G1_senior,1,0.6327,0.6727,0.5,0
FAIR-001495,RUN-009447,G3_junior,0,0.6404,0.5204,0.5,0
FAIR-001496,RUN-002104,G3_junior,1,0.9634,0.8434,0.5,1
FAIR-001497,RUN-005022,G3_junior,0,0.3186,0.1986,0.5,0
FAIR-001498,RUN-005959,G1_senior,1,0.6097,0.6497,0.5,0
FAIR-001499,RUN-003971,G3_junior,1,0.6232,0.5032,0.5,0
FAIR-001500,RUN-005805,G1_senior,0,0.2052,0.2452,0.5,0
FAIR-001501,RUN-010777,G3_junior,1,0.8534,0.7334,0.5,1
FAIR-001502,RUN-006727,G1_senior,0,0.1601,0.2001,0.5,0
FAIR-001503,RUN-007126,G3_junior,1,0.7975,0.6775,0.5,1
FAIR-001504,RUN-004996,G3_junior,1,0.6347,0.5147,0.5,0
FAIR-001505,RUN-004191,G3_junior,1,0.8969,0.7769,0.5,1
FAIR-001506,RUN-000626,G2_mid,0,0.0157,0.0157,0.5,0
FAIR-001507,RUN-007107,G3_junior,0,0.2903,0.1703,0.5,0
FAIR-001508,RUN-005943,G3_junior,1,0.7876,0.6676,0.5,1
FAIR-001509,RUN-006071,G3_junior,1,0.9606,0.8406,0.5,1
FAIR-001510,RUN-004356,G2_mid,0,0.3657,0.3657,0.5,0
FAIR-001511,RUN-000317,G3_junior,1,0.987,0.867,0.5,1
FAIR-001512,RUN-008234,G3_junior,0,0.3119,0.1919,0.5,0
FAIR-001513,RUN-007146,G2_mid,0,0.3269,0.3269,0.5,0
FAIR-001514,RUN-002540,G0_unknown,1,0.7674,0.7674,0.5,1
FAIR-001515,RUN-005707,G3_junior,1,0.9162,0.7962,0.5,1
FAIR-001516,RUN-011270,G3_junior,0,0.5033,0.3833,0.5,0
FAIR-001517,RUN-006065,G2_mid,1,0.9862,0.9862,0.5,1
FAIR-001518,RUN-002382,G1_senior,0,0.075,0.115,0.5,0
FAIR-001519,RUN-001936,G3_junior,1,0.99,0.87,0.5,1
FAIR-001520,RUN-005370,G1_senior,0,0.2075,0.2475,0.5,0
FAIR-001521,RUN-006136,G3_junior,1,0.9913,0.8713,0.5,1
FAIR-001522,RUN-009410,G2_mid,1,0.6748,0.6748,0.5,1
FAIR-001523,RUN-001142,G3_junior,0,0.12,0,0.5,0
FAIR-001524,RUN-002277,G1_senior,0,0.085,0.125,0.5,0
FAIR-001525,RUN-006831,G3_junior,0,0.3028,0.1828,0.5,0
FAIR-001526,RUN-000689,G2_mid,1,0.7367,0.7367,0.5,1
FAIR-001527,RUN-000796,G3_junior,1,0.8329,0.7129,0.5,1
FAIR-001528,RUN-003526,G2_mid,0,0.1745,0.1745,0.5,0
FAIR-001529,RUN-002496,G3_junior,0,0.5232,0.4032,0.5,0
FAIR-001530,RUN-002322,G3_junior,0,0.506,0.386,0.5,0
FAIR-001531,RUN-008601,G3_junior,0,0.2708,0.1508,0.5,0
FAIR-001532,RUN-010309,G3_junior,1,0.8573,0.7373,0.5,1
FAIR-001533,RUN-001081,G3_junior,1,0.7016,0.5816,0.5,1
FAIR-001534,RUN-002456,G2_mid,1,0.5487,0.5487,0.5,0
FAIR-001535,RUN-003604,G1_senior,1,0.4879,0.5279,0.5,0
FAIR-001536,RUN-005048,G3_junior,0,0.4289,0.3089,0.5,0
FAIR-001537,RUN-009181,G3_junior,0,0.2471,0.1271,0.5,0
FAIR-001538,RUN-004071,G2_mid,1,0.6107,0.6107,0.5,0
FAIR-001539,RUN-000485,G3_junior,0,0.1465,0.0265,0.5,0
FAIR-001540,RUN-005215,G2_mid,0,0.2761,0.2761,0.5,0
FAIR-001541,RUN-004659,G1_senior,0,0.171,0.211,0.5,0
FAIR-001542,RUN-009664,G3_junior,1,0.9087,0.7887,0.5,1
FAIR-001543,RUN-010669,G2_mid,0,0.3324,0.3324,0.5,0
FAIR-001544,RUN-007311,G0_unknown,1,0.9209,0.9209,0.5,1
FAIR-001545,RUN-003872,G3_junior,0,0.4322,0.3122,0.5,0
FAIR-001546,RUN-004213,G3_junior,1,0.5545,0.4345,0.5,0
FAIR-001547,RUN-010542,G1_senior,1,0.5924,0.6324,0.5,0
FAIR-001548,RUN-003803,G3_junior,1,1,0.9179,0.5,1
FAIR-001549,RUN-008526,G1_senior,1,0.7356,0.7756,0.5,1
FAIR-001550,RUN-004480,G3_junior,1,0.7096,0.5896,0.5,1
FAIR-001551,RUN-001428,G2_mid,1,0.5055,0.5055,0.5,0
FAIR-001552,RUN-007723,G2_mid,1,0.7224,0.7224,0.5,1
FAIR-001553,RUN-003386,G3_junior,1,0.7795,0.6595,0.5,1
FAIR-001554,RUN-005765,G2_mid,0,0.2784,0.2784,0.5,0
FAIR-001555,RUN-002771,G2_mid,0,0.2152,0.2152,0.5,0
FAIR-001556,RUN-002219,G2_mid,0,0.2241,0.2241,0.5,0
FAIR-001557,RUN-009062,G3_junior,0,0.201,0.081,0.5,0
FAIR-001558,RUN-003728,G3_junior,1,0.7173,0.5973,0.5,1
FAIR-001559,RUN-002876,G1_senior,0,0.3871,0.4271,0.5,0
FAIR-001560,RUN-010695,G1_senior,0,0,0.0133,0.5,0
FAIR-001561,RUN-000909,G3_junior,0,0.1581,0.0381,0.5,0
FAIR-001562,RUN-000088,G1_senior,1,0.6516,0.6916,0.5,1
FAIR-001563,RUN-008037,G2_mid,0,0.3531,0.3531,0.5,0
FAIR-001564,RUN-002726,G3_junior,1,0.9811,0.8611,0.5,1
FAIR-001565,RUN-002313,G3_junior,0,0.1448,0.0248,0.5,0
FAIR-001566,RUN-005731,G2_mid,0,0.4268,0.4268,0.5,0
FAIR-001567,RUN-009669,G1_senior,0,0.1106,0.1506,0.5,0
FAIR-001568,RUN-008886,G3_junior,0,0.4858,0.3658,0.5,0
FAIR-001569,RUN-010429,G3_junior,0,0.411,0.291,0.5,0
FAIR-001570,RUN-009591,G3_junior,1,0.5361,0.4161,0.5,0
FAIR-001571,RUN-002500,G2_mid,0,0.2085,0.2085,0.5,0
FAIR-001572,RUN-002530,G3_junior,0,0.2124,0.0924,0.5,0
FAIR-001573,RUN-010134,G3_junior,1,0.7237,0.6037,0.5,1
FAIR-001574,RUN-003557,G2_mid,0,0.143,0.143,0.5,0
FAIR-001575,RUN-000855,G3_junior,1,0.8057,0.6857,0.5,1
FAIR-001576,RUN-001043,G3_junior,1,0.7588,0.6388,0.5,1
FAIR-001577,RUN-005342,G2_mid,0,0.0771,0.0771,0.5,0
FAIR-001578,RUN-006750,G3_junior,1,0.6862,0.5662,0.5,1
FAIR-001579,RUN-010195,G2_mid,0,0.1894,0.1894,0.5,0
FAIR-001580,RUN-002279,G3_junior,1,0.794,0.674,0.5,1
FAIR-001581,RUN-007994,G3_junior,1,0.8154,0.6954,0.5,1
FAIR-001582,RUN-006144,G2_mid,0,0.2186,0.2186,0.5,0
FAIR-001583,RUN-004447,G3_junior,1,0.6192,0.4992,0.5,0
FAIR-001584,RUN-003549,G1_senior,1,0.4852,0.5252,0.5,0
FAIR-001585,RUN-004810,G2_mid,0,0.239,0.239,0.5,0
FAIR-001586,RUN-001158,G0_unknown,1,0.6489,0.6489,0.5,0
FAIR-001587,RUN-001143,G2_mid,0,0,0,0.5,0
FAIR-001588,RUN-002551,G2_mid,0,0.032,0.032,0.5,0
FAIR-001589,RUN-003607,G1_senior,1,0.8304,0.8704,0.5,1
FAIR-001590,RUN-010715,G2_mid,0,0.0759,0.0759,0.5,0
FAIR-001591,RUN-008686,G3_junior,1,0.9379,0.8179,0.5,1
FAIR-001592,RUN-001582,G2_mid,0,0.1104,0.1104,0.5,0
FAIR-001593,RUN-008678,G3_junior,0,0.2763,0.1563,0.5,0
